ID,DistrictsAndNeighborhoods,MunicipalityName,RegionType,RegionCode,BoundaryChange,Population,TotalPropertyDamageAndViolence_Index,TotalPropertyCrimes,TotalTheft,BicycleTheft,TheftOtherVehicles,TheftFromVehicles,PickpocketingAndRobbery,TotalTheftHomeShedEtc,TheftNonResidentialBuildings,OtherTheftBurglary,OtherPropertyCrimes,TotalVandalismPublicOrder,TotalVandalism,CarVandalism,OtherVandalism,OtherPublicOrderVandalism,TotalViolentAndSexualCrimes,Assault,ThreatsAndStalking,OtherViolentAndSexualCrimes,TotalPropertyDamageAndViolence_Rate,TotalPropertyCrimes_Rate,TotalTheftHomeShed_Rate,VandalismPublicOrder_Rate,ViolentAndSexualCrimes_Rate
105,WK035801  ,Aalsmeer                      ,Wijk    ,WK035801  ,       1,9220,145.0,98.0,67.0,7.0,4.0,12.0,0.0,14.0,4.0,26.0,31.0,20.0,16.0,10.0,6.0,4.0,27.0,16.0,8.0,3.0,16.0,11.0,2.0,2.0,3.0
106,BU03580100,Aalsmeer                      ,Buurt   ,BU03580100,       1,9220,145.0,98.0,67.0,7.0,4.0,12.0,0.0,14.0,4.0,26.0,31.0,20.0,16.0,10.0,6.0,4.0,27.0,16.0,8.0,3.0,16.0,11.0,2.0,2.0,3.0
107,WK035802  ,Aalsmeer                      ,Wijk    ,WK035802  ,       1,9895,261.0,184.0,146.0,19.0,7.0,28.0,3.0,25.0,28.0,36.0,38.0,41.0,33.0,14.0,19.0,8.0,36.0,15.0,18.0,3.0,26.0,19.0,3.0,3.0,4.0
108,BU03580200,Aalsmeer                      ,Buurt   ,BU03580200,       1,980,36.0,29.0,21.0,1.0,3.0,8.0,0.0,2.0,2.0,5.0,8.0,4.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,37.0,30.0,2.0,3.0,3.0
109,BU03580201,Aalsmeer                      ,Buurt   ,BU03580201,       1,760,39.0,22.0,22.0,1.0,1.0,4.0,1.0,5.0,6.0,4.0,0.0,9.0,7.0,5.0,2.0,2.0,8.0,6.0,1.0,1.0,51.0,29.0,7.0,9.0,11.0
110,BU03580205,Aalsmeer                      ,Buurt   ,BU03580205,       1,7750,169.0,121.0,91.0,17.0,2.0,15.0,2.0,16.0,19.0,20.0,30.0,26.0,21.0,8.0,13.0,5.0,22.0,7.0,14.0,1.0,22.0,16.0,2.0,3.0,3.0
111,BU03580206,Aalsmeer                      ,Buurt   ,BU03580206,       1,400,17.0,12.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,43.0,30.0,5.0,5.0,8.0
112,GM0197    ,Aalten                        ,Gemeente,GM0197    ,       .,26962,347.0,241.0,140.0,18.0,3.0,10.0,1.0,32.0,27.0,49.0,101.0,58.0,45.0,17.0,28.0,13.0,48.0,27.0,12.0,9.0,13.0,9.0,1.0,2.0,2.0
113,WK019701  ,Aalten                        ,Wijk    ,WK019701  ,       1,4035,61.0,45.0,27.0,1.0,0.0,1.0,0.0,7.0,2.0,16.0,18.0,10.0,9.0,1.0,8.0,1.0,6.0,6.0,0.0,0.0,15.0,11.0,2.0,2.0,1.0
114,BU01970101,Aalten                        ,Buurt   ,BU01970101,       1,110,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0
115,BU01970102,Aalten                        ,Buurt   ,BU01970102,       1,475,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,2.0,0.0
116,BU01970103,Aalten                        ,Buurt   ,BU01970103,       1,375,12.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,32.0,19.0,5.0,5.0,8.0
117,BU01970104,Aalten                        ,Buurt   ,BU01970104,       1,470,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
118,BU01970105,Aalten                        ,Buurt   ,BU01970105,       1,145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
119,BU01970106,Aalten                        ,Buurt   ,BU01970106,       1,150,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
120,BU01970107,Aalten                        ,Buurt   ,BU01970107,       1,250,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
121,BU01970108,Aalten                        ,Buurt   ,BU01970108,       1,640,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0
122,BU01970109,Aalten                        ,Buurt   ,BU01970109,       1,105,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0
123,BU01970110,Aalten                        ,Buurt   ,BU01970110,       1,640,21.0,16.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,6.0,5.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,33.0,25.0,0.0,6.0,0.0
124,BU01970111,Aalten                        ,Buurt   ,BU01970111,       1,580,8.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,10.0,3.0,0.0,3.0
125,BU01970112,Aalten                        ,Buurt   ,BU01970112,       1,75,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,40.0,27.0,0.0,0.0,13.0
126,WK019702  ,Aalten                        ,Wijk    ,WK019702  ,       1,1875,19.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,6.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,10.0,6.0,1.0,2.0,1.0
127,BU01970201,Aalten                        ,Buurt   ,BU01970201,       1,210,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0
128,BU01970202,Aalten                        ,Buurt   ,BU01970202,       1,200,,,,,,,,,,,,,,,,,,,,,,,,,
129,BU01970203,Aalten                        ,Buurt   ,BU01970203,       1,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
130,BU01970204,Aalten                        ,Buurt   ,BU01970204,       1,1385,15.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,11.0,7.0,1.0,1.0,1.0
131,WK019703  ,Aalten                        ,Wijk    ,WK019703  ,       1,12805,159.0,111.0,57.0,7.0,1.0,5.0,0.0,11.0,14.0,19.0,54.0,26.0,20.0,8.0,12.0,6.0,22.0,13.0,3.0,6.0,12.0,9.0,1.0,2.0,2.0
132,BU01970301,Aalten                        ,Buurt   ,BU01970301,       1,2045,29.0,18.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,4.0,3.0,2.0,1.0,1.0,7.0,5.0,1.0,1.0,14.0,9.0,1.0,1.0,3.0
133,BU01970302,Aalten                        ,Buurt   ,BU01970302,       1,2410,28.0,23.0,10.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,13.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,12.0,10.0,0.0,1.0,1.0
134,BU01970303,Aalten                        ,Buurt   ,BU01970303,       1,1550,11.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0,4.0,1.0,1.0,2.0
135,BU01970304,Aalten                        ,Buurt   ,BU01970304,       1,2655,22.0,16.0,9.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,7.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,8.0,6.0,2.0,1.0,1.0
136,BU01970305,Aalten                        ,Buurt   ,BU01970305,       1,825,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
137,BU01970306,Aalten                        ,Buurt   ,BU01970306,       1,1060,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
138,BU01970307,Aalten                        ,Buurt   ,BU01970307,       1,2260,59.0,39.0,29.0,5.0,1.0,2.0,0.0,3.0,10.0,8.0,10.0,13.0,9.0,2.0,7.0,4.0,7.0,7.0,0.0,0.0,26.0,17.0,1.0,4.0,3.0
139,WK019704  ,Aalten                        ,Wijk    ,WK019704  ,       1,8240,108.0,74.0,52.0,10.0,2.0,4.0,1.0,13.0,9.0,13.0,22.0,16.0,13.0,6.0,7.0,3.0,18.0,8.0,9.0,1.0,13.0,9.0,2.0,2.0,2.0
140,BU01970400,Aalten                        ,Buurt   ,BU01970400,       1,2795,52.0,38.0,28.0,8.0,0.0,3.0,1.0,6.0,6.0,4.0,10.0,7.0,6.0,3.0,3.0,1.0,7.0,2.0,4.0,1.0,19.0,14.0,2.0,2.0,3.0
141,BU01970401,Aalten                        ,Buurt   ,BU01970401,       1,1810,18.0,13.0,10.0,1.0,1.0,0.0,0.0,5.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,7.0,3.0,1.0,2.0
142,BU01970402,Aalten                        ,Buurt   ,BU01970402,       1,2425,30.0,16.0,12.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,4.0,7.0,5.0,1.0,4.0,2.0,7.0,3.0,4.0,0.0,12.0,7.0,1.0,2.0,3.0
143,BU01970403,Aalten                        ,Buurt   ,BU01970403,       1,330,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
144,BU01970408,Aalten                        ,Buurt   ,BU01970408,       1,240,,,,,,,,,,,,,,,,,,,,,,,,,
145,BU01970409,Aalten                        ,Buurt   ,BU01970409,       1,635,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,8.0,0.0,0.0,2.0
146,GM0059    ,Achtkarspelen                 ,Gemeente,GM0059    ,       .,27935,517.0,283.0,187.0,26.0,5.0,12.0,0.0,36.0,37.0,71.0,96.0,135.0,120.0,59.0,61.0,15.0,99.0,48.0,35.0,16.0,19.0,10.0,1.0,4.0,4.0
147,WK005900  ,Achtkarspelen                 ,Wijk    ,WK005900  ,       1,11900,245.0,146.0,95.0,19.0,1.0,5.0,0.0,19.0,17.0,34.0,51.0,53.0,48.0,24.0,24.0,5.0,46.0,23.0,16.0,7.0,21.0,12.0,2.0,4.0,4.0
148,BU00590000,Achtkarspelen                 ,Buurt   ,BU00590000,       1,5035,101.0,76.0,52.0,13.0,1.0,0.0,0.0,10.0,11.0,17.0,24.0,13.0,12.0,5.0,7.0,1.0,12.0,7.0,5.0,0.0,20.0,15.0,2.0,2.0,2.0
149,BU00590001,Achtkarspelen                 ,Buurt   ,BU00590001,       1,1005,11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,11.0,5.0,0.0,2.0,4.0
150,BU00590002,Achtkarspelen                 ,Buurt   ,BU00590002,       1,2160,63.0,31.0,20.0,1.0,0.0,3.0,0.0,3.0,4.0,9.0,11.0,17.0,17.0,10.0,7.0,0.0,15.0,6.0,5.0,4.0,29.0,14.0,1.0,8.0,7.0
151,BU00590003,Achtkarspelen                 ,Buurt   ,BU00590003,       1,1555,34.0,9.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,12.0,8.0,3.0,5.0,4.0,13.0,7.0,4.0,2.0,22.0,6.0,1.0,5.0,8.0
152,BU00590004,Achtkarspelen                 ,Buurt   ,BU00590004,       1,720,13.0,9.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,13.0,3.0,4.0,1.0
153,BU00590005,Achtkarspelen                 ,Buurt   ,BU00590005,       1,685,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,4.0,0.0,1.0,1.0
154,BU00590006,Achtkarspelen                 ,Buurt   ,BU00590006,       1,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0
155,BU00590007,Achtkarspelen                 ,Buurt   ,BU00590007,       1,345,7.0,7.0,7.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3.0,0.0,0.0
156,BU00590008,Achtkarspelen                 ,Buurt   ,BU00590008,       1,240,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,4.0,8.0,0.0
157,BU00590009,Achtkarspelen                 ,Buurt   ,BU00590009,       1,80,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,63.0,25.0,0.0,38.0,0.0
158,WK005901  ,Achtkarspelen                 ,Wijk    ,WK005901  ,       1,3285,54.0,25.0,14.0,2.0,1.0,0.0,0.0,3.0,1.0,7.0,11.0,21.0,18.0,14.0,4.0,3.0,8.0,5.0,1.0,2.0,16.0,8.0,1.0,5.0,2.0
159,BU00590100,Achtkarspelen                 ,Buurt   ,BU00590100,       1,260,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0
160,BU00590102,Achtkarspelen                 ,Buurt   ,BU00590102,       1,1540,15.0,8.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,10.0,5.0,1.0,2.0,2.0
161,BU00590103,Achtkarspelen                 ,Buurt   ,BU00590103,       1,1055,27.0,9.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,16.0,14.0,12.0,2.0,2.0,2.0,0.0,0.0,2.0,26.0,9.0,2.0,13.0,2.0
162,BU00590107,Achtkarspelen                 ,Buurt   ,BU00590107,       1,60,,,,,,,,,,,,,,,,,,,,,,,,,
163,BU00590108,Achtkarspelen                 ,Buurt   ,BU00590108,       1,185,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,43.0,22.0,0.0,5.0,16.0
164,BU00590109,Achtkarspelen                 ,Buurt   ,BU00590109,       1,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,WK005902  ,Achtkarspelen                 ,Wijk    ,WK005902  ,       1,12745,218.0,112.0,78.0,5.0,3.0,7.0,0.0,14.0,19.0,30.0,34.0,61.0,54.0,21.0,33.0,7.0,45.0,20.0,18.0,7.0,17.0,9.0,1.0,4.0,4.0
166,BU00590200,Achtkarspelen                 ,Buurt   ,BU00590200,       1,5600,105.0,53.0,39.0,3.0,2.0,0.0,0.0,9.0,12.0,13.0,14.0,34.0,33.0,14.0,19.0,1.0,18.0,9.0,5.0,4.0,19.0,9.0,2.0,6.0,3.0
167,BU00590201,Achtkarspelen                 ,Buurt   ,BU00590201,       1,3985,58.0,27.0,17.0,1.0,0.0,2.0,0.0,3.0,0.0,11.0,10.0,16.0,12.0,4.0,8.0,4.0,15.0,6.0,6.0,3.0,15.0,7.0,1.0,3.0,4.0
168,BU00590202,Achtkarspelen                 ,Buurt   ,BU00590202,       1,905,13.0,7.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,4.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,14.0,8.0,1.0,4.0,2.0
169,BU00590203,Achtkarspelen                 ,Buurt   ,BU00590203,       1,725,16.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,0.0,4.0,1.0,7.0,2.0,5.0,0.0,22.0,6.0,1.0,6.0,10.0
170,BU00590206,Achtkarspelen                 ,Buurt   ,BU00590206,       1,410,15.0,13.0,10.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,37.0,32.0,0.0,0.0,5.0
171,BU00590207,Achtkarspelen                 ,Buurt   ,BU00590207,       1,280,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
172,BU00590208,Achtkarspelen                 ,Buurt   ,BU00590208,       1,390,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,3.0,0.0
173,BU00590209,Achtkarspelen                 ,Buurt   ,BU00590209,       1,440,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,2.0
174,GM0482    ,Alblasserdam                  ,Gemeente,GM0482    ,       .,20014,429.0,297.0,231.0,31.0,16.0,19.0,5.0,41.0,66.0,53.0,66.0,79.0,63.0,38.0,25.0,16.0,53.0,35.0,13.0,5.0,21.0,15.0,2.0,3.0,3.0
175,WK048201  ,Alblasserdam                  ,Wijk    ,WK048201  ,       1,4760,102.0,57.0,46.0,15.0,2.0,2.0,4.0,8.0,4.0,11.0,11.0,26.0,21.0,14.0,7.0,5.0,19.0,16.0,2.0,1.0,21.0,12.0,2.0,4.0,4.0
176,BU04820101,Alblasserdam                  ,Buurt   ,BU04820101,       1,870,11.0,8.0,7.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,2.0,3.0,0.0
177,BU04820102,Alblasserdam                  ,Buurt   ,BU04820102,       1,685,35.0,19.0,18.0,8.0,1.0,0.0,2.0,2.0,0.0,5.0,1.0,13.0,11.0,8.0,3.0,2.0,3.0,1.0,1.0,1.0,51.0,28.0,3.0,16.0,4.0
178,BU04820103,Alblasserdam                  ,Buurt   ,BU04820103,       1,1575,21.0,10.0,8.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,6.0,6.0,5.0,1.0,0.0,5.0,5.0,0.0,0.0,13.0,6.0,1.0,4.0,3.0
179,BU04820104,Alblasserdam                  ,Buurt   ,BU04820104,       1,545,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,18.0,4.0,0.0,2.0,13.0
180,BU04820105,Alblasserdam                  ,Buurt   ,BU04820105,       1,1075,25.0,18.0,12.0,5.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,23.0,17.0,2.0,0.0,4.0
181,WK048202  ,Alblasserdam                  ,Wijk    ,WK048202  ,       1,3850,61.0,39.0,24.0,2.0,1.0,3.0,1.0,7.0,7.0,3.0,15.0,9.0,6.0,3.0,3.0,3.0,13.0,7.0,5.0,1.0,16.0,10.0,2.0,2.0,3.0
182,BU04820201,Alblasserdam                  ,Buurt   ,BU04820201,       1,580,9.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,10.0,2.0,3.0,2.0
183,BU04820202,Alblasserdam                  ,Buurt   ,BU04820202,       1,1250,13.0,8.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,10.0,6.0,2.0,2.0,2.0
184,BU04820203,Alblasserdam                  ,Buurt   ,BU04820203,       1,455,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
185,BU04820204,Alblasserdam                  ,Buurt   ,BU04820204,       1,10,,,,,,,,,,,,,,,,,,,,,,,,,
186,BU04820205,Alblasserdam                  ,Buurt   ,BU04820205,       1,955,26.0,18.0,13.0,2.0,1.0,0.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,27.0,19.0,2.0,2.0,4.0
187,BU04820206,Alblasserdam                  ,Buurt   ,BU04820206,       1,590,12.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,20.0,10.0,2.0,0.0,10.0
188,WK048203  ,Alblasserdam                  ,Wijk    ,WK048203  ,       1,7525,103.0,66.0,41.0,10.0,1.0,7.0,0.0,16.0,3.0,4.0,25.0,27.0,25.0,12.0,13.0,2.0,10.0,5.0,2.0,3.0,14.0,9.0,2.0,3.0,1.0
189,BU04820301,Alblasserdam                  ,Buurt   ,BU04820301,       1,980,13.0,8.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,13.0,8.0,3.0,4.0,1.0
190,BU04820302,Alblasserdam                  ,Buurt   ,BU04820302,       1,600,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0
191,BU04820303,Alblasserdam                  ,Buurt   ,BU04820303,       1,970,10.0,8.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,10.0,8.0,2.0,0.0,2.0
192,BU04820304,Alblasserdam                  ,Buurt   ,BU04820304,       1,730,13.0,8.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,11.0,1.0,4.0,1.0
193,BU04820305,Alblasserdam                  ,Buurt   ,BU04820305,       1,945,13.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,14.0,4.0,1.0,7.0,1.0
194,BU04820306,Alblasserdam                  ,Buurt   ,BU04820306,       1,1580,30.0,22.0,17.0,4.0,0.0,4.0,0.0,5.0,1.0,3.0,5.0,6.0,6.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,19.0,14.0,3.0,4.0,1.0
195,BU04820307,Alblasserdam                  ,Buurt   ,BU04820307,       1,1710,21.0,13.0,9.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0,5.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,12.0,8.0,1.0,3.0,2.0
196,WK048204  ,Alblasserdam                  ,Wijk    ,WK048204  ,       1,3665,46.0,34.0,27.0,3.0,6.0,2.0,0.0,10.0,3.0,3.0,7.0,6.0,4.0,4.0,0.0,2.0,6.0,2.0,4.0,0.0,13.0,9.0,3.0,1.0,2.0
197,BU04820401,Alblasserdam                  ,Buurt   ,BU04820401,       1,1270,9.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,6.0,2.0,0.0,1.0
198,BU04820402,Alblasserdam                  ,Buurt   ,BU04820402,       1,1650,22.0,13.0,10.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,3.0,4.0,3.0,3.0,0.0,1.0,5.0,2.0,3.0,0.0,13.0,8.0,1.0,2.0,3.0
199,BU04820403,Alblasserdam                  ,Buurt   ,BU04820403,       1,230,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0
200,BU04820404,Alblasserdam                  ,Buurt   ,BU04820404,       1,510,13.0,12.0,12.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,10.0,2.0,0.0
201,WK048205  ,Alblasserdam                  ,Wijk    ,WK048205  ,       1,100,105.0,92.0,87.0,1.0,6.0,5.0,0.0,0.0,45.0,30.0,5.0,8.0,6.0,4.0,2.0,2.0,5.0,5.0,0.0,0.0,1050.0,920.0,0.0,60.0,50.0
202,BU04820501,Alblasserdam                  ,Buurt   ,BU04820501,       1,20,93.0,84.0,80.0,1.0,3.0,5.0,0.0,0.0,43.0,28.0,4.0,5.0,5.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,,,,,
203,BU04820502,Alblasserdam                  ,Buurt   ,BU04820502,       1,35,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
204,BU04820503,Alblasserdam                  ,Buurt   ,BU04820503,       1,35,10.0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,
205,WK048206  ,Alblasserdam                  ,Wijk    ,WK048206  ,       1,105,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,114.0,86.0,0.0,10.0,0.0
206,BU04820601,Alblasserdam                  ,Buurt   ,BU04820601,       1,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
