"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)";"Verkeer en vervoer/Treinstations/Afstand tot treinstations totaal (km)";"Verkeer en vervoer/Treinstations/Afstand tot belangrijk overstapstation (km)"
"Lorentz I";"Harderwijk                              ";"Buurt     ";"BU02431301";"1";0,8;3,6;24
"Lorentz II";"Harderwijk                              ";"Buurt     ";"BU02431302";"1";;;
"Lorentz III";"Harderwijk                              ";"Buurt     ";"BU02431303";"1";;;
"Buitengebied Harderwijk";"Harderwijk                              ";"Wijk      ";"WK024314  ";"1";0,6;3,5;27,3
"Strokel";"Harderwijk                              ";"Buurt     ";"BU02431401";"1";0,7;2,9;27
"Sonnevanck";"Harderwijk                              ";"Buurt     ";"BU02431402";"1";0,4;4,9;28,4
"Harderwijkerbos";"Harderwijk                              ";"Buurt     ";"BU02431403";"1";0,2;3,2;26,3
"Hierden";"Harderwijk                              ";"Wijk      ";"WK024315  ";"1";3,6;6;27,1
"Hierden Dorp";"Harderwijk                              ";"Buurt     ";"BU02431501";"1";3,6;6,2;27,1
"Hierden Glindweg";"Harderwijk                              ";"Buurt     ";"BU02431502";"1";1,7;4,3;25,3
"Hierden Mheenlanden";"Harderwijk                              ";"Buurt     ";"BU02431503";"1";4,2;6,8;27,8
"Hierden De Enk";"Harderwijk                              ";"Buurt     ";"BU02431504";"1";2,7;5;26,2
"Hierden De Duinen";"Harderwijk                              ";"Buurt     ";"BU02431505";"1";4,1;6;27,7
"Hierden De Biest";"Harderwijk                              ";"Buurt     ";"BU02431506";"1";4,6;6,9;28,1
"Hardinxveld-Giessendam";"Hardinxveld-Giessendam                  ";"Gemeente  ";"GM0523    ";"1";1,7;1,1;16,2
"Neder Hardinxveld";"Hardinxveld-Giessendam                  ";"Wijk      ";"WK052301  ";"1";0,8;1,1;16
"Centrum";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230101";"1";1,3;0,9;15,2
"Wielwijk-zuid";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230102";"1";0,5;1,1;15,8
"Wielwijk-noord";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230103";"1";0,8;0,6;15,9
"Giessenzoom";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230104";"1";1,6;1,3;17
"Parallelweg";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230105";"1";1,8;0,9;17,2
"Bedrijventerrein Nieuweweg";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230106";"1";0,9;1,8;16,5
"Bedrijventerrein Langeveer";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230107";"1";0,7;2,1;16,5
"De Sluisweg";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230108";"1";1,2;2,1;16,8
"De Peulen";"Hardinxveld-Giessendam                  ";"Wijk      ";"WK052302  ";"1";1,3;1,3;14,7
"Bedrijventerrein De Peulen";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230201";"1";0,3;1,6;13,3
"De Peulen-Oost";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230202";"1";1,3;1,3;14,7
"Boven Hardinxveld";"Hardinxveld-Giessendam                  ";"Wijk      ";"WK052303  ";"1";3,3;1,6;19,2
"BH west";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230301";"1";3,3;1,3;19
"BH oost";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230302";"1";3,5;1,5;19,2
"Tienmorgen";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230303";"1";3,8;1,7;19,5
"Tienmorgen Buitengebied";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230304";"1";;;
"Rvierdijk oost";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230305";"1";3;2,7;20,4
"Rivierdijk west";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230306";"1";2;2,4;17,7
"Bedrijventerrein Buitenwei";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230307";"1";2,7;1,8;18,5
"Tienmorgen rijksweg";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230308";"1";;;
"Buitengebied BH";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230309";"1";;;
"Avelinge diep";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230310";"1";2,3;3,2;21,2
"Giessendam";"Hardinxveld-Giessendam                  ";"Wijk      ";"WK052304  ";"1";1,5;0,7;14,8
"Giessendam-West";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230401";"1";1,6;0,7;14,8
"Blauwe Zoom";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230402";"1";1,2;0,8;13,9
"Giessendam Over 't Spoor";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230403";"1";1,5;0,4;15,8
"Giessendam Het oog";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230404";"1";1,8;0,9;15
"Buitengebied Giessendam";"Hardinxveld-Giessendam                  ";"Buurt     ";"BU05230405";"1";2,7;2,8;15,2
"Harlingen";"Harlingen                               ";"Gemeente  ";"GM0072    ";"1";1,3;1,4;27,5
"Wijk 00 Harlingen";"Harlingen                               ";"Wijk      ";"WK007200  ";"1";1,4;1,2;27,7
"De Spiker en het industrieterrein Hermes";"Harlingen                               ";"Buurt     ";"BU00720001";"1";1,4;1,4;27,3
"Trebolbuurt";"Harlingen                               ";"Buurt     ";"BU00720002";"1";0,9;0,6;27,2
"Plan-Zuid";"Harlingen                               ";"Buurt     ";"BU00720003";"1";1,1;0,5;27,6
"Oosterpark";"Harlingen                               ";"Buurt     ";"BU00720004";"1";1,4;1,5;27,8
"Koningsbuurt";"Harlingen                               ";"Buurt     ";"BU00720005";"1";0,8;1,6;27,1
"Binnenstad";"Harlingen                               ";"Buurt     ";"BU00720006";"1";1,4;0,7;27,8
"Industriehaven en omgeving";"Harlingen                               ";"Buurt     ";"BU00720007";"1";;;
"Verspreide huizen Harlingen";"Harlingen                               ";"Buurt     ";"BU00720009";"1";3,3;3,9;27,2
"Wijk 01 Midlum";"Harlingen                               ";"Wijk      ";"WK007201  ";"1";0,7;2,9;25,5
"Midlum";"Harlingen                               ";"Buurt     ";"BU00720100";"1";0,7;3;25,4
"Verspreide huizen Midlum";"Harlingen                               ";"Buurt     ";"BU00720109";"1";0,7;2,6;25,9
"Wijk 02 Wijnaldum";"Harlingen                               ";"Wijk      ";"WK007202  ";"1";1;5,3;25,1
"Wijnaldum";"Harlingen                               ";"Buurt     ";"BU00720200";"1";1;5,4;25
"Verspreide huizen Wijnaldum";"Harlingen                               ";"Buurt     ";"BU00720209";"1";1;5,1;25,4
"Hattem";"Hattem                                  ";"Gemeente  ";"GM0244    ";"1";2,5;5,6;6,4
"Wijk 00 Hattem";"Hattem                                  ";"Wijk      ";"WK024400  ";"1";2,5;5,7;6,5
"Binnenstad";"Hattem                                  ";"Buurt     ";"BU02440000";"1";2,7;6;6,2
"Zandkamp en omgeving";"Hattem                                  ";"Buurt     ";"BU02440001";"1";2,4;5,6;6,1
"Ten oosten van Apeldoornseweg";"Hattem                                  ";"Buurt     ";"BU02440002";"1";3,2;6,4;7,3
"Hogenkamp en omgeving";"Hattem                                  ";"Buurt     ";"BU02440003";"1";1,7;5;6,8
"Villapark";"Hattem                                  ";"Buurt     ";"BU02440004";"1";3,3;6;8,2
"De Hilst";"Hattem                                  ";"Buurt     ";"BU02440005";"1";2,5;5,5;5,8
"Verspreide huizen bosgebied";"Hattem                                  ";"Buurt     ";"BU02440008";"1";3;5,2;8,8
"Verspreide huizen Hoenwaard";"Hattem                                  ";"Buurt     ";"BU02440009";"1";4,4;7,6;7,7
"Wijk 01 Polder Hattem en Molecaten";"Hattem                                  ";"Wijk      ";"WK024401  ";"1";2,7;5;5,7
"Verspreide huizen Koeweg en Molecaten";"Hattem                                  ";"Buurt     ";"BU02440108";"1";2,1;5;6,3
"Verspr.h. Gelderse Dijk en omgeving";"Hattem                                  ";"Buurt     ";"BU02440109";"1";3,3;5;5,1
"Heemskerk";"Heemskerk                               ";"Gemeente  ";"GM0396    ";"1";2,2;2,5;15,4
"Wijk 01 Heemskerk-Dorp";"Heemskerk                               ";"Wijk      ";"WK039601  ";"1";2;2,6;16
"Centrum";"Heemskerk                               ";"Buurt     ";"BU03960100";"1";2,1;2,7;16,1
"Zaalbergkwartier";"Heemskerk                               ";"Buurt     ";"BU03960101";"1";1,6;2,3;15,6
"Wijk 02 Commandeurs en Marquette";"Heemskerk                               ";"Wijk      ";"WK039602  ";"1";1,4;3,2;15,6
"Commandeurs";"Heemskerk                               ";"Buurt     ";"BU03960200";"1";1,4;3,2;15,6
"Eikenhof";"Heemskerk                               ";"Buurt     ";"BU03960201";"1";;;
"Landgoed Marquette";"Heemskerk                               ";"Buurt     ";"BU03960202";"1";;;
"Wijk 03 Hofland, Oosterwijk en Zuidbroek";"Heemskerk                               ";"Wijk      ";"WK039603  ";"1";2,5;0,8;14,6
"Oud Haarlem";"Heemskerk                               ";"Buurt     ";"BU03960300";"1";1,6;2,3;15,2
"Harteheem";"Heemskerk                               ";"Buurt     ";"BU03960301";"1";2,4;1,3;15,2
"Oosterwijk";"Heemskerk                               ";"Buurt     ";"BU03960302";"1";2,4;0,8;14,3
"Zuidbroek";"Heemskerk                               ";"Buurt     ";"BU03960303";"1";2,7;0,6;14,8
"Wijk 04 Heemskerkerduin en Noorddorp";"Heemskerk                               ";"Wijk      ";"WK039604  ";"1";1,6;3,8;15,5
"De Houtwegen";"Heemskerk                               ";"Buurt     ";"BU03960400";"1";1;3,4;15,1
"Industriegebied";"Heemskerk                               ";"Buurt     ";"BU03960401";"1";;;
"Heemskerkerduin";"Heemskerk                               ";"Buurt     ";"BU03960402";"1";1,6;4,3;15,9
"Noorddorp";"Heemskerk                               ";"Buurt     ";"BU03960403";"1";3;3,3;16
"Westertuinen";"Heemskerk                               ";"Buurt     ";"BU03960404";"1";0,4;2,9;14,1
"Business park Ijmond";"Heemskerk                               ";"Buurt     ";"BU03960408";"1";;;
"Duingebied";"Heemskerk                               ";"Buurt     ";"BU03960409";"1";4,9;6,7;18,1
"Wijk 05 Poelenburg en Oosterzij";"Heemskerk                               ";"Wijk      ";"WK039605  ";"1";2,4;2,9;16,3
"Poelenburg";"Heemskerk                               ";"Buurt     ";"BU03960500";"1";2,2;2,5;16
"Oosterzij";"Heemskerk                               ";"Buurt     ";"BU03960501";"1";2,4;3;16,4
"Neksloot";"Heemskerk                               ";"Buurt     ";"BU03960502";"1";2,7;3,2;16,4
"Steenstrapark";"Heemskerk                               ";"Buurt     ";"BU03960503";"1";2,8;3,5;16,6
"Wijk 06 Noordbroek en De Trompet";"Heemskerk                               ";"Wijk      ";"WK039606  ";"1";2,5;3,7;16,2
"De Maer";"Heemskerk                               ";"Buurt     ";"BU03960600";"1";2,6;3,7;16,2
"De Die";"Heemskerk                               ";"Buurt     ";"BU03960601";"1";1,9;3;15,5
"Rendorppark";"Heemskerk                               ";"Buurt     ";"BU03960602";"1";3;4,1;16,6
"Breedweer";"Heemskerk                               ";"Buurt     ";"BU03960603";"1";2,9;4;16,5
"Tolhek";"Heemskerk                               ";"Buurt     ";"BU03960604";"1";1;2,7;14,7
"De Trompet";"Heemskerk                               ";"Buurt     ";"BU03960605";"1";;;
"Noorderveld";"Heemskerk                               ";"Buurt     ";"BU03960607";"1";;;
"Wijk 07 Kerkbeek";"Heemskerk                               ";"Wijk      ";"WK039607  ";"1";1,5;2,6;15,6
"Onderwijzersbuurt";"Heemskerk                               ";"Buurt     ";"BU03960700";"1";1,6;2,7;15,7
"Villabuurt";"Heemskerk                               ";"Buurt     ";"BU03960701";"1";2;3;16,1
"Beijnesbuurt";"Heemskerk                               ";"Buurt     ";"BU03960702";"1";1,3;2,4;15,3
"Wijk 08 Assumburg";"Heemskerk                               ";"Wijk      ";"WK039608  ";"1";1,8;2,1;15,4
"Slotherenbuurt";"Heemskerk                               ";"Buurt     ";"BU03960800";"1";2;2,2;15,6
"Verzetstrijdersbuurt";"Heemskerk                               ";"Buurt     ";"BU03960801";"1";1,6;2,1;15,3
"Beijerlust";"Heemskerk                               ";"Buurt     ";"BU03960802";"1";1,8;2;15,2
"Wijk 09 Hoogdorp en Waterakkers";"Heemskerk                               ";"Wijk      ";"WK039609  ";"1";1,2;2,1;14,8
"Hoogdorp";"Heemskerk                               ";"Buurt     ";"BU03960900";"1";1,9;1,5;14,8
"Waterakkers";"Heemskerk                               ";"Buurt     ";"BU03960901";"1";0,8;2,5;14,8
"Wijk 10 Broekpolder";"Heemskerk                               ";"Wijk      ";"WK039610  ";"1";3,4;2,1;14,9
"De Citadel";"Heemskerk                               ";"Buurt     ";"BU03961001";"1";3,3;2,2;14,7
"De Wadden";"Heemskerk                               ";"Buurt     ";"BU03961002";"1";3,6;2,1;15,4
"Wijk 11 Oostelijk Heemskerk";"Heemskerk                               ";"Wijk      ";"WK039611  ";"1";;;
"Landelijk gebied";"Heemskerk                               ";"Buurt     ";"BU03961100";"1";;;
"Heemstede";"Heemstede                               ";"Gemeente  ";"GM0397    ";"1";1,5;2,4;5,5
"Wijk 00 Heemstede-Centrum";"Heemstede                               ";"Wijk      ";"WK039700  ";"1";1,4;2,3;5,3
"Centrum";"Heemstede                               ";"Buurt     ";"BU03970000";"1";1,4;2;5
"Oude Dorp, Indische buurt en omgeving";"Heemstede                               ";"Buurt     ";"BU03970001";"1";1,2;3,6;6,5
"Zandvoortselaan en Berkenrode e.o.";"Heemstede                               ";"Buurt     ";"BU03970002";"1";0,8;0,7;4,5
"Heemsteedse Dreef, Schildersbuurt e.o.";"Heemstede                               ";"Buurt     ";"BU03970003";"1";1,3;2;4,5
"Van Merlenbuurt en Valkenburgerplein e.o";"Heemstede                               ";"Buurt     ";"BU03970004";"1";1,5;2,8;6
"Schouwbroekerpolder";"Heemstede                               ";"Buurt     ";"BU03970005";"1";1,9;2,4;4,9
"Rivierenbuurt";"Heemstede                               ";"Buurt     ";"BU03970006";"1";2,4;2,5;6,3
"Kennemerduin en omgeving";"Heemstede                               ";"Buurt     ";"BU03970007";"1";1,4;1,7;5,1
"Provincienbuurt";"Heemstede                               ";"Buurt     ";"BU03970008";"1";1,7;2,2;5,6
"Geleerdenbuurt";"Heemstede                               ";"Buurt     ";"BU03970009";"1";1,9;2;5,6
"Wijk 01 Heemstede-Zuid";"Heemstede                               ";"Wijk      ";"WK039701  ";"1";2,5;4,5;7,7
"De Glip";"Heemstede                               ";"Buurt     ";"BU03970100";"1";2,7;4,5;7,9
"Glipper Dreef en Staatsliedenbuurt";"Heemstede                               ";"Buurt     ";"BU03970101";"1";2,4;4,6;7,5
"Manpad en Hartekamp";"Heemstede                               ";"Buurt     ";"BU03970102";"1";2,2;4,2;7,8
"Wijk 02 Heemstede west van de spoorbaan";"Heemstede                               ";"Wijk      ";"WK039702  ";"1";0,9;0,4;4,7
"Dichters- en Vogelbuurt";"Heemstede                               ";"Buurt     ";"BU03970200";"1";0,9;0,4;4,7
"Heerde";"Heerde                                  ";"Gemeente  ";"GM0246    ";"1";3,6;7,9;15,2
"Wijk 00 Heerde";"Heerde                                  ";"Wijk      ";"WK024600  ";"1";2,5;8,2;16,9
"Heerde";"Heerde                                  ";"Buurt     ";"BU02460000";"1";2,3;8,4;16,8
"Veessen";"Heerde                                  ";"Buurt     ";"BU02460001";"1";4,5;5,8;18,3
"Vorchten";"Heerde                                  ";"Buurt     ";"BU02460002";"1";2,5;3,8;16,8
"Hoorn";"Heerde                                  ";"Buurt     ";"BU02460003";"1";4,6;8,2;15
"Verspreide huizen Veessen";"Heerde                                  ";"Buurt     ";"BU02460004";"1";3,8;5;18,5
"Verspreide huizen Heerde-Noord en Hoorn";"Heerde                                  ";"Buurt     ";"BU02460005";"1";2,9;8;16,1
"Verspreide huizen Heerde-Zuid";"Heerde                                  ";"Buurt     ";"BU02460006";"1";1,4;9,4;18,5
"Verspreide huizen Vorchten";"Heerde                                  ";"Buurt     ";"BU02460007";"1";2,5;3,7;17,1
"Verspreide huizen Lage Land";"Heerde                                  ";"Buurt     ";"BU02460008";"1";3,9;7,4;16,9
"Verspreide huizen bosgebied";"Heerde                                  ";"Buurt     ";"BU02460009";"1";2,9;8,2;15,7
"Wijk 01 Wapenveld";"Heerde                                  ";"Wijk      ";"WK024601  ";"1";5,9;7,2;11,8
"Wapenveld";"Heerde                                  ";"Buurt     ";"BU02460100";"1";5,9;7;11,7
"Verspreide huizen Wapenveld-Noord";"Heerde                                  ";"Buurt     ";"BU02460106";"1";5,7;7,4;10,2
"Verspreide huizen Wapenveld-Zuid";"Heerde                                  ";"Buurt     ";"BU02460107";"1";5,7;7,7;12,6
"Verspreide huizen Lage Land";"Heerde                                  ";"Buurt     ";"BU02460108";"1";6,4;7,7;13,3
"Verspreide huizen bosgebied";"Heerde                                  ";"Buurt     ";"BU02460109";"1";5,2;7,6;12,8
"Heerenveen";"Heerenveen                              ";"Gemeente  ";"GM0074    ";"1";1,4;3,9;5,6
"Wijk 01 Heerenveen";"Heerenveen                              ";"Wijk      ";"WK007401  ";"1";1,4;2;2,3
"Noord";"Heerenveen                              ";"Buurt     ";"BU00740100";"1";1,3;0,9;0,9
"Centrum";"Heerenveen                              ";"Buurt     ";"BU00740101";"1";1,2;1,1;1,1
"Midden";"Heerenveen                              ";"Buurt     ";"BU00740102";"1";1,2;1,8;1,8
"Nijehaske";"Heerenveen                              ";"Buurt     ";"BU00740103";"1";1,5;1,9;1,9
"De Greiden";"Heerenveen                              ";"Buurt     ";"BU00740104";"1";1,5;2,4;2,4
"De Heide";"Heerenveen                              ";"Buurt     ";"BU00740105";"1";2,1;1,7;3,9
"De Akkers";"Heerenveen                              ";"Buurt     ";"BU00740106";"1";1,3;1,3;3,1
"Skoatterwald";"Heerenveen                              ";"Buurt     ";"BU00740107";"1";1,3;3,4;3,6
"Het meer";"Heerenveen                              ";"Buurt     ";"BU00740108";"1";1,3;2,8;2,8
"Nieuweschoot";"Heerenveen                              ";"Buurt     ";"BU00740109";"1";1,9;1,2;5,1
"Haskerveen";"Heerenveen                              ";"Buurt     ";"BU00740110";"1";1;2,4;2,4
