"Fietsnetwerk naar wegtype ";"Perioden";"Regio's";"Lengte van fietsnetwerk  (km)"
"Fietsstraat";"2024";"Huizen";0,4
"Fietsstraat";"2025";"Huizen";0,4
"Fietsstraat";"2024";"Hulst";0
"Fietsstraat";"2025";"Hulst";0
"Fietsstraat";"2024";"IJsselstein";0,8
"Fietsstraat";"2025";"IJsselstein";0,8
"Fietsstraat";"2024";"Kaag en Braassem";0,1
"Fietsstraat";"2025";"Kaag en Braassem";0,1
"Fietsstraat";"2024";"Kampen";6,5
"Fietsstraat";"2025";"Kampen";6,5
"Fietsstraat";"2024";"Kapelle";0
"Fietsstraat";"2025";"Kapelle";0
"Fietsstraat";"2024";"Katwijk";0,5
"Fietsstraat";"2025";"Katwijk";0,5
"Fietsstraat";"2024";"Kerkrade";0
"Fietsstraat";"2025";"Kerkrade";0
"Fietsstraat";"2024";"Koggenland";0
"Fietsstraat";"2025";"Koggenland";0
"Fietsstraat";"2024";"Krimpen aan den IJssel";1
"Fietsstraat";"2025";"Krimpen aan den IJssel";2,1
"Fietsstraat";"2024";"Krimpenerwaard";0
"Fietsstraat";"2025";"Krimpenerwaard";0,5
"Fietsstraat";"2024";"Laarbeek";0
"Fietsstraat";"2025";"Laarbeek";0
"Fietsstraat";"2024";"Land van Cuijk";2,4
"Fietsstraat";"2025";"Land van Cuijk";3,1
"Fietsstraat";"2024";"Landgraaf";0
"Fietsstraat";"2025";"Landgraaf";0
"Fietsstraat";"2024";"Landsmeer";0
"Fietsstraat";"2025";"Landsmeer";0
"Fietsstraat";"2024";"Lansingerland";0
"Fietsstraat";"2025";"Lansingerland";0
"Fietsstraat";"2024";"Laren (NH.)";0
"Fietsstraat";"2025";"Laren (NH.)";0
"Fietsstraat";"2024";"Leeuwarden";4,7
"Fietsstraat";"2025";"Leeuwarden";5,2
"Fietsstraat";"2024";"Leiden";1,8
"Fietsstraat";"2025";"Leiden";2
"Fietsstraat";"2024";"Leiderdorp";0
"Fietsstraat";"2025";"Leiderdorp";0
"Fietsstraat";"2024";"Leidschendam-Voorburg";3,4
"Fietsstraat";"2025";"Leidschendam-Voorburg";3,4
"Fietsstraat";"2024";"Lelystad";0,1
"Fietsstraat";"2025";"Lelystad";0,1
"Fietsstraat";"2024";"Leudal";0
"Fietsstraat";"2025";"Leudal";0
"Fietsstraat";"2024";"Leusden";0
"Fietsstraat";"2025";"Leusden";0
"Fietsstraat";"2024";"Lingewaard";0,7
"Fietsstraat";"2025";"Lingewaard";0,7
"Fietsstraat";"2024";"Lisse";0
"Fietsstraat";"2025";"Lisse";0
"Fietsstraat";"2024";"Lochem";0,2
"Fietsstraat";"2025";"Lochem";0,2
"Fietsstraat";"2024";"Loon op Zand";1,6
"Fietsstraat";"2025";"Loon op Zand";2,4
"Fietsstraat";"2024";"Lopik";0
"Fietsstraat";"2025";"Lopik";0
"Fietsstraat";"2024";"Losser";3,3
"Fietsstraat";"2025";"Losser";3,3
"Fietsstraat";"2024";"Maasdriel";0
"Fietsstraat";"2025";"Maasdriel";0
"Fietsstraat";"2024";"Maasgouw";0
"Fietsstraat";"2025";"Maasgouw";0
"Fietsstraat";"2024";"Maashorst";1,3
"Fietsstraat";"2025";"Maashorst";1,3
"Fietsstraat";"2024";"Maassluis";0
"Fietsstraat";"2025";"Maassluis";0
"Fietsstraat";"2024";"Maastricht";1,6
"Fietsstraat";"2025";"Maastricht";1,6
"Fietsstraat";"2024";"Medemblik";0
"Fietsstraat";"2025";"Medemblik";0
"Fietsstraat";"2024";"Meerssen";2,5
"Fietsstraat";"2025";"Meerssen";2,5
"Fietsstraat";"2024";"Meierijstad";2,4
"Fietsstraat";"2025";"Meierijstad";2,4
"Fietsstraat";"2024";"Meppel";0,6
"Fietsstraat";"2025";"Meppel";0,6
"Fietsstraat";"2024";"Middelburg (Z.)";1,4
"Fietsstraat";"2025";"Middelburg (Z.)";1,5
"Fietsstraat";"2024";"Midden-Delfland";2,1
"Fietsstraat";"2025";"Midden-Delfland";2
"Fietsstraat";"2024";"Midden-Drenthe";0
"Fietsstraat";"2025";"Midden-Drenthe";0
"Fietsstraat";"2024";"Midden-Groningen";0
"Fietsstraat";"2025";"Midden-Groningen";0
"Fietsstraat";"2024";"Moerdijk";4,5
"Fietsstraat";"2025";"Moerdijk";4,8
"Fietsstraat";"2024";"Molenlanden";0,3
"Fietsstraat";"2025";"Molenlanden";0,3
"Fietsstraat";"2024";"Montferland";0
"Fietsstraat";"2025";"Montferland";0
"Fietsstraat";"2024";"Montfoort";0,4
"Fietsstraat";"2025";"Montfoort";0,4
"Fietsstraat";"2024";"Mook en Middelaar";1,1
"Fietsstraat";"2025";"Mook en Middelaar";1,1
"Fietsstraat";"2024";"Neder-Betuwe";0
"Fietsstraat";"2025";"Neder-Betuwe";0
"Fietsstraat";"2024";"Nederweert";0
"Fietsstraat";"2025";"Nederweert";0
"Fietsstraat";"2024";"Nieuwegein";1,4
"Fietsstraat";"2025";"Nieuwegein";1,4
"Fietsstraat";"2024";"Nieuwkoop";0
"Fietsstraat";"2025";"Nieuwkoop";0,1
"Fietsstraat";"2024";"Nijkerk";2
"Fietsstraat";"2025";"Nijkerk";2,4
"Fietsstraat";"2024";"Nijmegen";14,4
"Fietsstraat";"2025";"Nijmegen";16,2
"Fietsstraat";"2024";"Nissewaard";0
"Fietsstraat";"2025";"Nissewaard";0
"Fietsstraat";"2024";"Noardeast-Fryslân";0
"Fietsstraat";"2025";"Noardeast-Fryslân";0
"Fietsstraat";"2024";"Noord-Beveland";1,9
"Fietsstraat";"2025";"Noord-Beveland";1,9
"Fietsstraat";"2024";"Noordenveld";0
"Fietsstraat";"2025";"Noordenveld";0
"Fietsstraat";"2024";"Noordoostpolder";0
"Fietsstraat";"2025";"Noordoostpolder";0
"Fietsstraat";"2024";"Noordwijk";1,1
"Fietsstraat";"2025";"Noordwijk";1,1
"Fietsstraat";"2024";"Nuenen, Gerwen en Nederwetten";1,8
"Fietsstraat";"2025";"Nuenen, Gerwen en Nederwetten";2,3
"Fietsstraat";"2024";"Nunspeet";0
"Fietsstraat";"2025";"Nunspeet";0
"Fietsstraat";"2024";"Oegstgeest";0,4
"Fietsstraat";"2025";"Oegstgeest";0,4
"Fietsstraat";"2024";"Oirschot";0
"Fietsstraat";"2025";"Oirschot";0
"Fietsstraat";"2024";"Oisterwijk";2,4
"Fietsstraat";"2025";"Oisterwijk";2,4
"Fietsstraat";"2024";"Oldambt";0,1
"Fietsstraat";"2025";"Oldambt";0,1
"Fietsstraat";"2024";"Oldebroek";0
"Fietsstraat";"2025";"Oldebroek";0
"Fietsstraat";"2024";"Oldenzaal";0,6
"Fietsstraat";"2025";"Oldenzaal";0,6
"Fietsstraat";"2024";"Olst-Wijhe";1,9
"Fietsstraat";"2025";"Olst-Wijhe";1,9
"Fietsstraat";"2024";"Ommen";3,3
"Fietsstraat";"2025";"Ommen";3,3
"Fietsstraat";"2024";"Oost Gelre";0,4
"Fietsstraat";"2025";"Oost Gelre";0,6
"Fietsstraat";"2024";"Oosterhout";1,5
"Fietsstraat";"2025";"Oosterhout";1,5
"Fietsstraat";"2024";"Ooststellingwerf";0,2
"Fietsstraat";"2025";"Ooststellingwerf";0,2
"Fietsstraat";"2024";"Oostzaan";0
"Fietsstraat";"2025";"Oostzaan";0
"Fietsstraat";"2024";"Opmeer";0
"Fietsstraat";"2025";"Opmeer";0
"Fietsstraat";"2024";"Opsterland";0
"Fietsstraat";"2025";"Opsterland";0
"Fietsstraat";"2024";"Oss";12,1
"Fietsstraat";"2025";"Oss";12,1
"Fietsstraat";"2024";"Oude IJsselstreek";0,2
"Fietsstraat";"2025";"Oude IJsselstreek";0,2
"Fietsstraat";"2024";"Ouder-Amstel";0
"Fietsstraat";"2025";"Ouder-Amstel";0
"Fietsstraat";"2024";"Oudewater";0
"Fietsstraat";"2025";"Oudewater";0
"Fietsstraat";"2024";"Overbetuwe";0
"Fietsstraat";"2025";"Overbetuwe";0
"Fietsstraat";"2024";"Papendrecht";0
"Fietsstraat";"2025";"Papendrecht";0
"Fietsstraat";"2024";"Peel en Maas";0,4
"Fietsstraat";"2025";"Peel en Maas";0,4
"Fietsstraat";"2024";"Pekela";0
"Fietsstraat";"2025";"Pekela";0
"Fietsstraat";"2024";"Pijnacker-Nootdorp";2,2
"Fietsstraat";"2025";"Pijnacker-Nootdorp";2,2
"Fietsstraat";"2024";"Purmerend";0,3
"Fietsstraat";"2025";"Purmerend";0,8
"Fietsstraat";"2024";"Putten";1,9
"Fietsstraat";"2025";"Putten";1,9
"Fietsstraat";"2024";"Raalte";1,4
"Fietsstraat";"2025";"Raalte";1,4
"Fietsstraat";"2024";"Reimerswaal";0
"Fietsstraat";"2025";"Reimerswaal";0
"Fietsstraat";"2024";"Renkum";0,4
"Fietsstraat";"2025";"Renkum";1,8
"Fietsstraat";"2024";"Renswoude";0
"Fietsstraat";"2025";"Renswoude";0
"Fietsstraat";"2024";"Reusel-De Mierden";2
"Fietsstraat";"2025";"Reusel-De Mierden";2
"Fietsstraat";"2024";"Rheden";0
"Fietsstraat";"2025";"Rheden";0
"Fietsstraat";"2024";"Rhenen";0
"Fietsstraat";"2025";"Rhenen";0,6
"Fietsstraat";"2024";"Ridderkerk";3,1
"Fietsstraat";"2025";"Ridderkerk";3,1
"Fietsstraat";"2024";"Rijssen-Holten";0
"Fietsstraat";"2025";"Rijssen-Holten";0
"Fietsstraat";"2024";"Rijswijk (ZH.)";7,7
"Fietsstraat";"2025";"Rijswijk (ZH.)";7,7
"Fietsstraat";"2024";"Roerdalen";7,4
"Fietsstraat";"2025";"Roerdalen";7,4
"Fietsstraat";"2024";"Roermond";4,1
"Fietsstraat";"2025";"Roermond";4,1
"Fietsstraat";"2024";"De Ronde Venen";0
"Fietsstraat";"2025";"De Ronde Venen";0
"Fietsstraat";"2024";"Roosendaal";1,5
"Fietsstraat";"2025";"Roosendaal";3,7
"Fietsstraat";"2024";"Rotterdam";3,4
"Fietsstraat";"2025";"Rotterdam";3,4
"Fietsstraat";"2024";"Rozendaal";0
"Fietsstraat";"2025";"Rozendaal";0
"Fietsstraat";"2024";"Rucphen";0,1
"Fietsstraat";"2025";"Rucphen";0,1
"Fietsstraat";"2024";"Schagen";0,5
"Fietsstraat";"2025";"Schagen";0,5
"Fietsstraat";"2024";"Scherpenzeel";0,3
"Fietsstraat";"2025";"Scherpenzeel";0,3
"Fietsstraat";"2024";"Schiedam";0,2
"Fietsstraat";"2025";"Schiedam";0,2
"Fietsstraat";"2024";"Schiermonnikoog";0
"Fietsstraat";"2025";"Schiermonnikoog";0
"Fietsstraat";"2024";"Schouwen-Duiveland";2,2
"Fietsstraat";"2025";"Schouwen-Duiveland";2,2
"Fietsstraat";"2024";"Simpelveld";0
"Fietsstraat";"2025";"Simpelveld";0
"Fietsstraat";"2024";"Sint-Michielsgestel";0
"Fietsstraat";"2025";"Sint-Michielsgestel";0
"Fietsstraat";"2024";"Sittard-Geleen";0
"Fietsstraat";"2025";"Sittard-Geleen";0
"Fietsstraat";"2024";"Sliedrecht";0,2
"Fietsstraat";"2025";"Sliedrecht";0,2
"Fietsstraat";"2024";"Sluis";0,8
"Fietsstraat";"2025";"Sluis";0,8
"Fietsstraat";"2024";"Smallingerland";0,3
"Fietsstraat";"2025";"Smallingerland";0,3
"Fietsstraat";"2024";"Soest";2,7
"Fietsstraat";"2025";"Soest";2,7
"Fietsstraat";"2024";"Someren";0,7
"Fietsstraat";"2025";"Someren";0,7
"Fietsstraat";"2024";"Son en Breugel";0
"Fietsstraat";"2025";"Son en Breugel";0
"Fietsstraat";"2024";"Stadskanaal";0
"Fietsstraat";"2025";"Stadskanaal";0
"Fietsstraat";"2024";"Staphorst";0
"Fietsstraat";"2025";"Staphorst";0
"Fietsstraat";"2024";"Stede Broec";0
"Fietsstraat";"2025";"Stede Broec";0
"Fietsstraat";"2024";"Steenbergen";0
"Fietsstraat";"2025";"Steenbergen";0
"Fietsstraat";"2024";"Steenwijkerland";0
"Fietsstraat";"2025";"Steenwijkerland";0
"Fietsstraat";"2024";"Stein (L.)";0
"Fietsstraat";"2025";"Stein (L.)";0
"Fietsstraat";"2024";"Stichtse Vecht";7
"Fietsstraat";"2025";"Stichtse Vecht";6,7
"Fietsstraat";"2024";"Súdwest-Fryslân";1,6
"Fietsstraat";"2025";"Súdwest-Fryslân";1,6
"Fietsstraat";"2024";"Terneuzen";0,1
"Fietsstraat";"2025";"Terneuzen";0,1
"Fietsstraat";"2024";"Terschelling";0,7
"Fietsstraat";"2025";"Terschelling";0,7
"Fietsstraat";"2024";"Texel";0
"Fietsstraat";"2025";"Texel";0
"Fietsstraat";"2024";"Teylingen";0,6
"Fietsstraat";"2025";"Teylingen";0,6
"Fietsstraat";"2024";"Tholen";1,7
"Fietsstraat";"2025";"Tholen";1,5
"Fietsstraat";"2024";"Tiel";0,3
"Fietsstraat";"2025";"Tiel";0,6
"Fietsstraat";"2024";"Tilburg";17,2
"Fietsstraat";"2025";"Tilburg";18,1
"Fietsstraat";"2024";"Tubbergen";0
"Fietsstraat";"2025";"Tubbergen";0
"Fietsstraat";"2024";"Twenterand";0
"Fietsstraat";"2025";"Twenterand";0
"Fietsstraat";"2024";"Tynaarlo";3,4
"Fietsstraat";"2025";"Tynaarlo";3,4
"Fietsstraat";"2024";"Tytsjerksteradiel";0
"Fietsstraat";"2025";"Tytsjerksteradiel";0
"Fietsstraat";"2024";"Uitgeest";0,1
"Fietsstraat";"2025";"Uitgeest";0,1
"Fietsstraat";"2024";"Uithoorn";3,8
"Fietsstraat";"2025";"Uithoorn";3,8
"Fietsstraat";"2024";"Urk";0
"Fietsstraat";"2025";"Urk";0
"Fietsstraat";"2024";"Utrecht (gemeente)";26,3
"Fietsstraat";"2025";"Utrecht (gemeente)";26,7
"Fietsstraat";"2024";"Utrechtse Heuvelrug";2,2
"Fietsstraat";"2025";"Utrechtse Heuvelrug";2,2
"Fietsstraat";"2024";"Vaals";0
"Fietsstraat";"2025";"Vaals";0
"Fietsstraat";"2024";"Valkenburg aan de Geul";1
"Fietsstraat";"2025";"Valkenburg aan de Geul";1
"Fietsstraat";"2024";"Valkenswaard";0,6
"Fietsstraat";"2025";"Valkenswaard";0,8
"Fietsstraat";"2024";"Veendam";0
"Fietsstraat";"2025";"Veendam";0
"Fietsstraat";"2024";"Veenendaal";1,8
"Fietsstraat";"2025";"Veenendaal";2,3
"Fietsstraat";"2024";"Veere";1,3
"Fietsstraat";"2025";"Veere";1,3
"Fietsstraat";"2024";"Veldhoven";0
"Fietsstraat";"2025";"Veldhoven";0
"Fietsstraat";"2024";"Velsen";1,4
"Fietsstraat";"2025";"Velsen";1,4
"Fietsstraat";"2024";"Venlo";0,8
"Fietsstraat";"2025";"Venlo";0,8
"Fietsstraat";"2024";"Venray";0
"Fietsstraat";"2025";"Venray";0
"Fietsstraat";"2024";"Vijfheerenlanden";0,3
"Fietsstraat";"2025";"Vijfheerenlanden";0,3
"Fietsstraat";"2024";"Vlaardingen";0
"Fietsstraat";"2025";"Vlaardingen";0
"Fietsstraat";"2024";"Vlieland";0
"Fietsstraat";"2025";"Vlieland";0
"Fietsstraat";"2024";"Vlissingen";2,4
"Fietsstraat";"2025";"Vlissingen";2,4
"Fietsstraat";"2024";"Voerendaal";0
"Fietsstraat";"2025";"Voerendaal";0
"Fietsstraat";"2024";"Voorne aan Zee";0
"Fietsstraat";"2025";"Voorne aan Zee";0
"Fietsstraat";"2024";"Voorschoten";0,3
"Fietsstraat";"2025";"Voorschoten";0,3
"Fietsstraat";"2024";"Voorst";0,4
"Fietsstraat";"2025";"Voorst";0,4
"Fietsstraat";"2024";"Vught";4,1
"Fietsstraat";"2025";"Vught";5,2
"Fietsstraat";"2024";"Waadhoeke";0
"Fietsstraat";"2025";"Waadhoeke";0
"Fietsstraat";"2024";"Waalre";0
"Fietsstraat";"2025";"Waalre";0
"Fietsstraat";"2024";"Waalwijk";0,1
"Fietsstraat";"2025";"Waalwijk";0,2
"Fietsstraat";"2024";"Waddinxveen";0
"Fietsstraat";"2025";"Waddinxveen";0
"Fietsstraat";"2024";"Wageningen";1
"Fietsstraat";"2025";"Wageningen";4,2
"Fietsstraat";"2024";"Wassenaar";1,6
"Fietsstraat";"2025";"Wassenaar";1,6
"Fietsstraat";"2024";"Waterland";0
"Fietsstraat";"2025";"Waterland";0
"Fietsstraat";"2024";"Weert";0
"Fietsstraat";"2025";"Weert";0
"Fietsstraat";"2024";"Weesp";
"Fietsstraat";"2025";"Weesp";
"Fietsstraat";"2024";"West Betuwe";2
"Fietsstraat";"2025";"West Betuwe";1,1
"Fietsstraat";"2024";"West Maas en Waal";0
"Fietsstraat";"2025";"West Maas en Waal";0
"Fietsstraat";"2024";"Westerkwartier";0,1
"Fietsstraat";"2025";"Westerkwartier";0,1
"Fietsstraat";"2024";"Westerveld";0
"Fietsstraat";"2025";"Westerveld";0
"Fietsstraat";"2024";"Westervoort";0
"Fietsstraat";"2025";"Westervoort";0
"Fietsstraat";"2024";"Westerwolde";0
"Fietsstraat";"2025";"Westerwolde";0
"Fietsstraat";"2024";"Westland";4,8
"Fietsstraat";"2025";"Westland";5,1
"Fietsstraat";"2024";"Weststellingwerf";0,7
"Fietsstraat";"2025";"Weststellingwerf";0,7
"Fietsstraat";"2024";"Westvoorne";
"Fietsstraat";"2025";"Westvoorne";
"Fietsstraat";"2024";"Wierden";0
"Fietsstraat";"2025";"Wierden";0
"Fietsstraat";"2024";"Wijchen";1,4
"Fietsstraat";"2025";"Wijchen";1,8
"Fietsstraat";"2024";"Wijdemeren";1,2
"Fietsstraat";"2025";"Wijdemeren";1,2
"Fietsstraat";"2024";"Wijk bij Duurstede";0
"Fietsstraat";"2025";"Wijk bij Duurstede";0
"Fietsstraat";"2024";"Winterswijk";0
"Fietsstraat";"2025";"Winterswijk";0
"Fietsstraat";"2024";"Woensdrecht";1,3
"Fietsstraat";"2025";"Woensdrecht";0,9
"Fietsstraat";"2024";"Woerden";1,7
"Fietsstraat";"2025";"Woerden";1,9
"Fietsstraat";"2024";"De Wolden";0
"Fietsstraat";"2025";"De Wolden";0
"Fietsstraat";"2024";"Wormerland";0,9
"Fietsstraat";"2025";"Wormerland";0,9
"Fietsstraat";"2024";"Woudenberg";0,2
"Fietsstraat";"2025";"Woudenberg";0,6
"Fietsstraat";"2024";"Zaanstad";3,1
"Fietsstraat";"2025";"Zaanstad";4,7
"Fietsstraat";"2024";"Zaltbommel";0,3
"Fietsstraat";"2025";"Zaltbommel";0,2
"Fietsstraat";"2024";"Zandvoort";0
"Fietsstraat";"2025";"Zandvoort";0
"Fietsstraat";"2024";"Zeewolde";0,5
"Fietsstraat";"2025";"Zeewolde";0,5
"Fietsstraat";"2024";"Zeist";1,1
"Fietsstraat";"2025";"Zeist";2,4
"Fietsstraat";"2024";"Zevenaar";1,1
"Fietsstraat";"2025";"Zevenaar";1,1
"Fietsstraat";"2024";"Zoetermeer";4,1
"Fietsstraat";"2025";"Zoetermeer";4,1
"Fietsstraat";"2024";"Zoeterwoude";0
"Fietsstraat";"2025";"Zoeterwoude";0,5
"Fietsstraat";"2024";"Zuidplas";1,7
"Fietsstraat";"2025";"Zuidplas";1,7
"Fietsstraat";"2024";"Zundert";0,7
"Fietsstraat";"2025";"Zundert";0,7
"Fietsstraat";"2024";"Zutphen";1,3
"Fietsstraat";"2025";"Zutphen";1,3
"Fietsstraat";"2024";"Zwartewaterland";0
"Fietsstraat";"2025";"Zwartewaterland";0
"Fietsstraat";"2024";"Zwijndrecht";2
"Fietsstraat";"2025";"Zwijndrecht";2
"Fietsstraat";"2024";"Zwolle";6,4
"Fietsstraat";"2025";"Zwolle";7,8
"Pedelecfietspad";"2024";"Aa en Hunze";0
"Pedelecfietspad";"2025";"Aa en Hunze";0
"Pedelecfietspad";"2024";"Aalsmeer";0
"Pedelecfietspad";"2025";"Aalsmeer";0
"Pedelecfietspad";"2024";"Aalten";0
"Pedelecfietspad";"2025";"Aalten";0
"Pedelecfietspad";"2024";"Achtkarspelen";0
"Pedelecfietspad";"2025";"Achtkarspelen";0
"Pedelecfietspad";"2024";"Alblasserdam";0
"Pedelecfietspad";"2025";"Alblasserdam";0
"Pedelecfietspad";"2024";"Albrandswaard";0
"Pedelecfietspad";"2025";"Albrandswaard";0
"Pedelecfietspad";"2024";"Alkmaar";0
"Pedelecfietspad";"2025";"Alkmaar";0
"Pedelecfietspad";"2024";"Almelo";2,9
"Pedelecfietspad";"2025";"Almelo";2,9
"Pedelecfietspad";"2024";"Almere";0
"Pedelecfietspad";"2025";"Almere";0
"Pedelecfietspad";"2024";"Alphen aan den Rijn";0
"Pedelecfietspad";"2025";"Alphen aan den Rijn";0
"Pedelecfietspad";"2024";"Alphen-Chaam";0
"Pedelecfietspad";"2025";"Alphen-Chaam";0
"Pedelecfietspad";"2024";"Altena";0
"Pedelecfietspad";"2025";"Altena";0
"Pedelecfietspad";"2024";"Ameland";0
"Pedelecfietspad";"2025";"Ameland";0
"Pedelecfietspad";"2024";"Amersfoort";0
"Pedelecfietspad";"2025";"Amersfoort";0
"Pedelecfietspad";"2024";"Amstelveen";0
"Pedelecfietspad";"2025";"Amstelveen";0
"Pedelecfietspad";"2024";"Amsterdam";0
"Pedelecfietspad";"2025";"Amsterdam";0
"Pedelecfietspad";"2024";"Apeldoorn";6,7
"Pedelecfietspad";"2025";"Apeldoorn";6,7
"Pedelecfietspad";"2024";"Arnhem";1,8
"Pedelecfietspad";"2025";"Arnhem";1,8
"Pedelecfietspad";"2024";"Assen";0
"Pedelecfietspad";"2025";"Assen";0
"Pedelecfietspad";"2024";"Asten";0
"Pedelecfietspad";"2025";"Asten";0
"Pedelecfietspad";"2024";"Baarle-Nassau";0
"Pedelecfietspad";"2025";"Baarle-Nassau";0
"Pedelecfietspad";"2024";"Baarn";0
"Pedelecfietspad";"2025";"Baarn";0
"Pedelecfietspad";"2024";"Barendrecht";0
"Pedelecfietspad";"2025";"Barendrecht";0
"Pedelecfietspad";"2024";"Barneveld";0
"Pedelecfietspad";"2025";"Barneveld";0
"Pedelecfietspad";"2024";"Beek (L.)";0
"Pedelecfietspad";"2025";"Beek (L.)";0
"Pedelecfietspad";"2024";"Beekdaelen";0
"Pedelecfietspad";"2025";"Beekdaelen";0
"Pedelecfietspad";"2024";"Beesel";0
"Pedelecfietspad";"2025";"Beesel";0
"Pedelecfietspad";"2024";"Berg en Dal";0
"Pedelecfietspad";"2025";"Berg en Dal";0
"Pedelecfietspad";"2024";"Bergeijk";0
"Pedelecfietspad";"2025";"Bergeijk";0
"Pedelecfietspad";"2024";"Bergen (L.)";0
"Pedelecfietspad";"2025";"Bergen (L.)";0
"Pedelecfietspad";"2024";"Bergen (NH.)";0
"Pedelecfietspad";"2025";"Bergen (NH.)";0
"Pedelecfietspad";"2024";"Bergen op Zoom";0
"Pedelecfietspad";"2025";"Bergen op Zoom";0
"Pedelecfietspad";"2024";"Berkelland";0
"Pedelecfietspad";"2025";"Berkelland";0
"Pedelecfietspad";"2024";"Bernheze";0
"Pedelecfietspad";"2025";"Bernheze";0
"Pedelecfietspad";"2024";"Best";0
"Pedelecfietspad";"2025";"Best";0
"Pedelecfietspad";"2024";"Beuningen";0
"Pedelecfietspad";"2025";"Beuningen";0
"Pedelecfietspad";"2024";"Beverwijk";0
"Pedelecfietspad";"2025";"Beverwijk";0
"Pedelecfietspad";"2024";"De Bilt";0
"Pedelecfietspad";"2025";"De Bilt";0
"Pedelecfietspad";"2024";"Bladel";0
"Pedelecfietspad";"2025";"Bladel";0
"Pedelecfietspad";"2024";"Blaricum";0
"Pedelecfietspad";"2025";"Blaricum";0
"Pedelecfietspad";"2024";"Bloemendaal";0,2
"Pedelecfietspad";"2025";"Bloemendaal";0,2
"Pedelecfietspad";"2024";"Bodegraven-Reeuwijk";0
"Pedelecfietspad";"2025";"Bodegraven-Reeuwijk";0
"Pedelecfietspad";"2024";"Boekel";0
"Pedelecfietspad";"2025";"Boekel";0
"Pedelecfietspad";"2024";"Borger-Odoorn";0
"Pedelecfietspad";"2025";"Borger-Odoorn";0
"Pedelecfietspad";"2024";"Borne";1,3
"Pedelecfietspad";"2025";"Borne";1,3
"Pedelecfietspad";"2024";"Borsele";0
"Pedelecfietspad";"2025";"Borsele";0
"Pedelecfietspad";"2024";"Boxtel";0
"Pedelecfietspad";"2025";"Boxtel";0
"Pedelecfietspad";"2024";"Breda";0
"Pedelecfietspad";"2025";"Breda";0
"Pedelecfietspad";"2024";"Brielle";
"Pedelecfietspad";"2025";"Brielle";
"Pedelecfietspad";"2024";"Bronckhorst";0
"Pedelecfietspad";"2025";"Bronckhorst";0
"Pedelecfietspad";"2024";"Brummen";3,7
"Pedelecfietspad";"2025";"Brummen";3,7
"Pedelecfietspad";"2024";"Brunssum";0
"Pedelecfietspad";"2025";"Brunssum";0
"Pedelecfietspad";"2024";"Bunnik";0
"Pedelecfietspad";"2025";"Bunnik";0
"Pedelecfietspad";"2024";"Bunschoten";0
"Pedelecfietspad";"2025";"Bunschoten";0
"Pedelecfietspad";"2024";"Buren";0
"Pedelecfietspad";"2025";"Buren";0
"Pedelecfietspad";"2024";"Capelle aan den IJssel";0
"Pedelecfietspad";"2025";"Capelle aan den IJssel";0
"Pedelecfietspad";"2024";"Castricum";0
"Pedelecfietspad";"2025";"Castricum";0
"Pedelecfietspad";"2024";"Coevorden";0
"Pedelecfietspad";"2025";"Coevorden";0
"Pedelecfietspad";"2024";"Cranendonck";0
"Pedelecfietspad";"2025";"Cranendonck";0
"Pedelecfietspad";"2024";"Culemborg";0
"Pedelecfietspad";"2025";"Culemborg";0
"Pedelecfietspad";"2024";"Dalfsen";0
"Pedelecfietspad";"2025";"Dalfsen";0
"Pedelecfietspad";"2024";"Dantumadiel";0
"Pedelecfietspad";"2025";"Dantumadiel";0
"Pedelecfietspad";"2024";"Delft";0
"Pedelecfietspad";"2025";"Delft";0
"Pedelecfietspad";"2024";"Deurne";0
"Pedelecfietspad";"2025";"Deurne";0
"Pedelecfietspad";"2024";"Deventer";0
"Pedelecfietspad";"2025";"Deventer";0
"Pedelecfietspad";"2024";"Diemen";0
"Pedelecfietspad";"2025";"Diemen";0
"Pedelecfietspad";"2024";"Dijk en Waard";0
"Pedelecfietspad";"2025";"Dijk en Waard";0
"Pedelecfietspad";"2024";"Dinkelland";0
"Pedelecfietspad";"2025";"Dinkelland";0
"Pedelecfietspad";"2024";"Doesburg";0
"Pedelecfietspad";"2025";"Doesburg";0
"Pedelecfietspad";"2024";"Doetinchem";0
"Pedelecfietspad";"2025";"Doetinchem";0
"Pedelecfietspad";"2024";"Dongen";0
"Pedelecfietspad";"2025";"Dongen";0
"Pedelecfietspad";"2024";"Dordrecht";0
"Pedelecfietspad";"2025";"Dordrecht";0
"Pedelecfietspad";"2024";"Drechterland";0
"Pedelecfietspad";"2025";"Drechterland";0
"Pedelecfietspad";"2024";"Drimmelen";0
"Pedelecfietspad";"2025";"Drimmelen";0
"Pedelecfietspad";"2024";"Dronten";0
"Pedelecfietspad";"2025";"Dronten";0
"Pedelecfietspad";"2024";"Druten";0
"Pedelecfietspad";"2025";"Druten";0
"Pedelecfietspad";"2024";"Duiven";0
"Pedelecfietspad";"2025";"Duiven";0
"Pedelecfietspad";"2024";"Echt-Susteren";0
"Pedelecfietspad";"2025";"Echt-Susteren";0
"Pedelecfietspad";"2024";"Edam-Volendam";0
"Pedelecfietspad";"2025";"Edam-Volendam";0
"Pedelecfietspad";"2024";"Ede";0
"Pedelecfietspad";"2025";"Ede";2
"Pedelecfietspad";"2024";"Eemnes";0
"Pedelecfietspad";"2025";"Eemnes";0
"Pedelecfietspad";"2024";"Eemsdelta";0
