"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot bos (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km)";"Groenvoorzieningen/Afstand tot recreatief binnenwater (km)"
"Poortugaal";"Albrandswaard                           ";"Buurt     ";"BU06130103";"1";;;;;;;;;;;;;
"Buitengebied Poortugaal";"Albrandswaard                           ";"Buurt     ";"BU06130104";"1";;;;;;;;;;;;;
"Wijk 02 Rhoon-Noord";"Albrandswaard                           ";"Wijk      ";"WK061302  ";"1";;;;;;;;;;;;;
"Rhoon Noord";"Albrandswaard                           ";"Buurt     ";"BU06130205";"1";;;;;;;;;;;;;
"Buitengebied Rhoon-Noord";"Albrandswaard                           ";"Buurt     ";"BU06130207";"1";;;;;;;;;;;;;
"Wijk 03 Poortugaal-Zuid";"Albrandswaard                           ";"Wijk      ";"WK061303  ";"1";;;;;;;;;;;;;
"Beatrixstraat";"Albrandswaard                           ";"Buurt     ";"BU06130308";"1";;;;;;;;;;;;;
"Landweg";"Albrandswaard                           ";"Buurt     ";"BU06130309";"1";;;;;;;;;;;;;
"Poortugaal-Centrum";"Albrandswaard                           ";"Buurt     ";"BU06130310";"1";;;;;;;;;;;;;
"Poortugaal Zuid";"Albrandswaard                           ";"Buurt     ";"BU06130311";"1";;;;;;;;;;;;;
"Polder Albrandswaard";"Albrandswaard                           ";"Buurt     ";"BU06130312";"1";;;;;;;;;;;;;
"Kijvelanden";"Albrandswaard                           ";"Buurt     ";"BU06130313";"1";;;;;;;;;;;;;
"Wijk 04 Rhoon-Zuid";"Albrandswaard                           ";"Wijk      ";"WK061304  ";"1";;;;;;;;;;;;;
"Rhoon-Centrum";"Albrandswaard                           ";"Buurt     ";"BU06130414";"1";;;;;;;;;;;;;
"Ghijseland";"Albrandswaard                           ";"Buurt     ";"BU06130415";"1";;;;;;;;;;;;;
"Overhoeken";"Albrandswaard                           ";"Buurt     ";"BU06130416";"1";;;;;;;;;;;;;
"Park Rhoon";"Albrandswaard                           ";"Buurt     ";"BU06130417";"1";;;;;;;;;;;;;
"Rhoon-Zuidoost";"Albrandswaard                           ";"Buurt     ";"BU06130418";"1";;;;;;;;;;;;;
"Tijsjesdijk";"Albrandswaard                           ";"Buurt     ";"BU06130419";"1";;;;;;;;;;;;;
"Buitengebied Rhoon-Zuid";"Albrandswaard                           ";"Buurt     ";"BU06130420";"1";;;;;;;;;;;;;
"Wijk 05 Buitengebied Albrandswaard";"Albrandswaard                           ";"Wijk      ";"WK061305  ";"1";;;;;;;;;;;;;
"Portland-Koedoodzone";"Albrandswaard                           ";"Buurt     ";"BU06130521";"1";;;;;;;;;;;;;
"Buitengebied";"Albrandswaard                           ";"Buurt     ";"BU06130522";"1";;;;;;;;;;;;;
"Wijk 06 Portland";"Albrandswaard                           ";"Wijk      ";"WK061306  ";"1";;;;;;;;;;;;;
"Driehoek";"Albrandswaard                           ";"Buurt     ";"BU06130623";"1";;;;;;;;;;;;;
"Portland-Centrum";"Albrandswaard                           ";"Buurt     ";"BU06130624";"1";;;;;;;;;;;;;
"Wijkpark Portland";"Albrandswaard                           ";"Buurt     ";"BU06130625";"1";;;;;;;;;;;;;
"De Eilanden";"Albrandswaard                           ";"Buurt     ";"BU06130626";"1";;;;;;;;;;;;;
"Wijk 07 Rotterdam-Albrandswaard";"Albrandswaard                           ";"Wijk      ";"WK061307  ";"1";;;;;;;;;;;;;
"Distripark";"Albrandswaard                           ";"Buurt     ";"BU06130706";"1";;;;;;;;;;;;;
"Alkmaar";"Alkmaar                                 ";"Gemeente  ";"GM0361    ";"1";;;;;;;;;;;;;
"Zuid";"Alkmaar                                 ";"Wijk      ";"WK036101  ";"1";;;;;;;;;;;;;
"Kooimeer";"Alkmaar                                 ";"Buurt     ";"BU03610100";"1";;;;;;;;;;;;;
"Dillenburg en Stadhouderskwartier";"Alkmaar                                 ";"Buurt     ";"BU03610101";"1";;;;;;;;;;;;;
"Staatsliedenkwartier en Landstraten";"Alkmaar                                 ";"Buurt     ";"BU03610102";"1";;;;;;;;;;;;;
"Oud-Rochdale";"Alkmaar                                 ";"Buurt     ";"BU03610103";"1";;;;;;;;;;;;;
"Emmakwartier";"Alkmaar                                 ";"Buurt     ";"BU03610104";"1";;;;;;;;;;;;;
"Nassaukwartier en Hout";"Alkmaar                                 ";"Buurt     ";"BU03610105";"1";;;;;;;;;;;;;
"Oranjepark";"Alkmaar                                 ";"Buurt     ";"BU03610106";"1";;;;;;;;;;;;;
"Cranenbroek";"Alkmaar                                 ";"Buurt     ";"BU03610107";"1";;;;;;;;;;;;;
"Bloemwijk en Zocherkwartier";"Alkmaar                                 ";"Buurt     ";"BU03610108";"1";;;;;;;;;;;;;
"Burgemeesterskwartier";"Alkmaar                                 ";"Buurt     ";"BU03610109";"1";;;;;;;;;;;;;
"Oudorp";"Alkmaar                                 ";"Wijk      ";"WK036102  ";"1";;;;;;;;;;;;;
"Rekerbuurt en Ooievaarsnest";"Alkmaar                                 ";"Buurt     ";"BU03610200";"1";;;;;;;;;;;;;
"Oudorp-Noord en Oudorp-Oost";"Alkmaar                                 ";"Buurt     ";"BU03610201";"1";;;;;;;;;;;;;
"Oudorp-Centrum";"Alkmaar                                 ";"Buurt     ";"BU03610202";"1";;;;;;;;;;;;;
"Schermereiland en Omval";"Alkmaar                                 ";"Buurt     ";"BU03610203";"1";;;;;;;;;;;;;
"Oudorperpolder-Zuid";"Alkmaar                                 ";"Buurt     ";"BU03610204";"1";;;;;;;;;;;;;
"Oudorperpolder-Midden";"Alkmaar                                 ";"Buurt     ";"BU03610205";"1";;;;;;;;;;;;;
"Oudorperpolder-Noord";"Alkmaar                                 ";"Buurt     ";"BU03610206";"1";;;;;;;;;;;;;
"De Nollen";"Alkmaar                                 ";"Buurt     ";"BU03610208";"1";;;;;;;;;;;;;
"Beverkoog";"Alkmaar                                 ";"Buurt     ";"BU03610209";"1";;;;;;;;;;;;;
"Overdie";"Alkmaar                                 ";"Wijk      ";"WK036103  ";"1";;;;;;;;;;;;;
"Oud-Overdie";"Alkmaar                                 ";"Buurt     ";"BU03610300";"1";;;;;;;;;;;;;
"Oosterhout";"Alkmaar                                 ";"Buurt     ";"BU03610301";"1";;;;;;;;;;;;;
"Overdie-Oost";"Alkmaar                                 ";"Buurt     ";"BU03610302";"1";;;;;;;;;;;;;
"Overdie-West";"Alkmaar                                 ";"Buurt     ";"BU03610303";"1";;;;;;;;;;;;;
"Boekelermeer-Zuid";"Alkmaar                                 ";"Buurt     ";"BU03610308";"1";;;;;;;;;;;;;
"Boekelermeer-Noord";"Alkmaar                                 ";"Buurt     ";"BU03610309";"1";;;;;;;;;;;;;
"West";"Alkmaar                                 ";"Wijk      ";"WK036104  ";"1";;;;;;;;;;;;;
"De Hoef III en IV";"Alkmaar                                 ";"Buurt     ";"BU03610400";"1";;;;;;;;;;;;;
"De Hoef I en II";"Alkmaar                                 ";"Buurt     ";"BU03610401";"1";;;;;;;;;;;;;
"Bergerwegkwartier";"Alkmaar                                 ";"Buurt     ";"BU03610402";"1";;;;;;;;;;;;;
"Bergerhof en Blaeustraatkwartier";"Alkmaar                                 ";"Buurt     ";"BU03610403";"1";;;;;;;;;;;;;
"Bergermeer";"Alkmaar                                 ";"Buurt     ";"BU03610404";"1";;;;;;;;;;;;;
"Landelijk gebied-West";"Alkmaar                                 ";"Buurt     ";"BU03610409";"1";;;;;;;;;;;;;
"Huiswaard";"Alkmaar                                 ";"Wijk      ";"WK036105  ";"1";;;;;;;;;;;;;
"Huiswaard-1-Zuid";"Alkmaar                                 ";"Buurt     ";"BU03610500";"1";;;;;;;;;;;;;
"Muiderwaard";"Alkmaar                                 ";"Buurt     ";"BU03610501";"1";;;;;;;;;;;;;
"Huiswaard-2-West";"Alkmaar                                 ";"Buurt     ";"BU03610502";"1";;;;;;;;;;;;;
"Huiswaard-2-Oost";"Alkmaar                                 ";"Buurt     ";"BU03610503";"1";;;;;;;;;;;;;
"De Mare";"Alkmaar                                 ";"Wijk      ";"WK036106  ";"1";;;;;;;;;;;;;
"'t Rak-Zuid";"Alkmaar                                 ";"Buurt     ";"BU03610600";"1";;;;;;;;;;;;;
"'t Rak-Noord";"Alkmaar                                 ";"Buurt     ";"BU03610601";"1";;;;;;;;;;;;;
"De Horn-Noord";"Alkmaar                                 ";"Buurt     ";"BU03610602";"1";;;;;;;;;;;;;
"De Horn-Zuid";"Alkmaar                                 ";"Buurt     ";"BU03610603";"1";;;;;;;;;;;;;
"De Mare";"Alkmaar                                 ";"Buurt     ";"BU03610604";"1";;;;;;;;;;;;;
"Daalmeer/Koedijk";"Alkmaar                                 ";"Wijk      ";"WK036107  ";"1";;;;;;;;;;;;;
"Daalmeer-Zuidoost";"Alkmaar                                 ";"Buurt     ";"BU03610700";"1";;;;;;;;;;;;;
"Daalmeer-Zuidwest";"Alkmaar                                 ";"Buurt     ";"BU03610701";"1";;;;;;;;;;;;;
"Koedijk en De Weijdt";"Alkmaar                                 ";"Buurt     ";"BU03610702";"1";;;;;;;;;;;;;
"Daalmeer-Noordwest";"Alkmaar                                 ";"Buurt     ";"BU03610703";"1";;;;;;;;;;;;;
"Daalmeer-Noordoost";"Alkmaar                                 ";"Buurt     ";"BU03610704";"1";;;;;;;;;;;;;
"Landelijk gebied Noord";"Alkmaar                                 ";"Buurt     ";"BU03610709";"1";;;;;;;;;;;;;
"Centrum";"Alkmaar                                 ";"Wijk      ";"WK036108  ";"1";;;;;;;;;;;;;
"Binnenstad-West";"Alkmaar                                 ";"Buurt     ";"BU03610800";"1";;;;;;;;;;;;;
"Binnenstad-Oost";"Alkmaar                                 ";"Buurt     ";"BU03610801";"1";;;;;;;;;;;;;
"Spoorbuurt";"Alkmaar                                 ";"Buurt     ";"BU03610802";"1";;;;;;;;;;;;;
"Overstad";"Alkmaar                                 ";"Buurt     ";"BU03610803";"1";;;;;;;;;;;;;
"Schermer";"Alkmaar                                 ";"Wijk      ";"WK036109  ";"1";;;;;;;;;;;;;
"Oterleek";"Alkmaar                                 ";"Buurt     ";"BU03610900";"1";;;;;;;;;;;;;
"Ursem";"Alkmaar                                 ";"Buurt     ";"BU03610901";"1";;;;;;;;;;;;;
"Stompetoren";"Alkmaar                                 ";"Buurt     ";"BU03610902";"1";;;;;;;;;;;;;
"Schermerhorn";"Alkmaar                                 ";"Buurt     ";"BU03610903";"1";;;;;;;;;;;;;
"Zuidschermer";"Alkmaar                                 ";"Buurt     ";"BU03610904";"1";;;;;;;;;;;;;
"Driehuizen";"Alkmaar                                 ";"Buurt     ";"BU03610905";"1";;;;;;;;;;;;;
"Grootschermer";"Alkmaar                                 ";"Buurt     ";"BU03610906";"1";;;;;;;;;;;;;
"Graft-De Rijp";"Alkmaar                                 ";"Wijk      ";"WK036110  ";"1";;;;;;;;;;;;;
"Noordeinde";"Alkmaar                                 ";"Buurt     ";"BU03611000";"1";;;;;;;;;;;;;
"West-Graftdijk";"Alkmaar                                 ";"Buurt     ";"BU03611001";"1";;;;;;;;;;;;;
"Graft";"Alkmaar                                 ";"Buurt     ";"BU03611002";"1";;;;;;;;;;;;;
"De Rijp";"Alkmaar                                 ";"Buurt     ";"BU03611003";"1";;;;;;;;;;;;;
"Oost-Graftdijk";"Alkmaar                                 ";"Buurt     ";"BU03611004";"1";;;;;;;;;;;;;
"Starnmeer";"Alkmaar                                 ";"Buurt     ";"BU03611005";"1";;;;;;;;;;;;;
"Markenbinnen";"Alkmaar                                 ";"Buurt     ";"BU03611006";"1";;;;;;;;;;;;;
"Vroonermeer";"Alkmaar                                 ";"Wijk      ";"WK036111  ";"1";;;;;;;;;;;;;
"Vroonermeer-Zuid";"Alkmaar                                 ";"Buurt     ";"BU03611100";"1";;;;;;;;;;;;;
"Vroonermeer-Noord";"Alkmaar                                 ";"Buurt     ";"BU03611101";"1";;;;;;;;;;;;;
"Almelo";"Almelo                                  ";"Gemeente  ";"GM0141    ";"1";;;;;;;;;;;;;
"Binnenstad";"Almelo                                  ";"Wijk      ";"WK014110  ";"1";;;;;;;;;;;;;
"Binnenstad Noord";"Almelo                                  ";"Buurt     ";"BU01411000";"1";;;;;;;;;;;;;
"Binnenstad Zuid";"Almelo                                  ";"Buurt     ";"BU01411001";"1";;;;;;;;;;;;;
"Ulk en omgeving";"Almelo                                  ";"Buurt     ";"BU01411002";"1";;;;;;;;;;;;;
"Java en omgeving";"Almelo                                  ";"Buurt     ";"BU01411003";"1";;;;;;;;;;;;;
"De Riet";"Almelo                                  ";"Wijk      ";"WK014111  ";"1";;;;;;;;;;;;;
"Bornsestraat Midden-Riet Noord";"Almelo                                  ";"Buurt     ";"BU01411100";"1";;;;;;;;;;;;;
"Bornsestraat en omgeving Zuid";"Almelo                                  ";"Buurt     ";"BU01411101";"1";;;;;;;;;;;;;
"Arendsboer en omgeving Noord";"Almelo                                  ";"Buurt     ";"BU01411102";"1";;;;;;;;;;;;;
"Nieuwland";"Almelo                                  ";"Buurt     ";"BU01411103";"1";;;;;;;;;;;;;
"Arendsboer en omgeving Zuid-Riet Zuid";"Almelo                                  ";"Buurt     ";"BU01411104";"1";;;;;;;;;;;;;
"Bedrijventerrein Bornsestraat";"Almelo                                  ";"Buurt     ";"BU01411105";"1";;;;;;;;;;;;;
"Verspreide huizen wijk 11";"Almelo                                  ";"Buurt     ";"BU01411109";"1";;;;;;;;;;;;;
"Noorderkwartier";"Almelo                                  ";"Wijk      ";"WK014112  ";"1";;;;;;;;;;;;;
"Vriezenveenseweg e.o. Haghoek Oost";"Almelo                                  ";"Buurt     ";"BU01411200";"1";;;;;;;;;;;;;
"Parkweg en omgeving";"Almelo                                  ";"Buurt     ";"BU01411201";"1";;;;;;;;;;;;;
"Vriezenveenseweg e.o. Haghoek West";"Almelo                                  ";"Buurt     ";"BU01411202";"1";;;;;;;;;;;;;
"Indië";"Almelo                                  ";"Buurt     ";"BU01411203";"1";;;;;;;;;;;;;
"Bedrijventerrein Dollegoor Turfkade";"Almelo                                  ";"Buurt     ";"BU01411204";"1";;;;;;;;;;;;;
"Bedrijvenpark Twente";"Almelo                                  ";"Buurt     ";"BU01411205";"1";;;;;;;;;;;;;
"Aaboer";"Almelo                                  ";"Buurt     ";"BU01411206";"1";;;;;;;;;;;;;
"Verspreide huizen wijk 12";"Almelo                                  ";"Buurt     ";"BU01411209";"1";;;;;;;;;;;;;
"Sluitersveld";"Almelo                                  ";"Wijk      ";"WK014113  ";"1";;;;;;;;;;;;;
"Ootmarsumsestraat en omgeving";"Almelo                                  ";"Buurt     ";"BU01411300";"1";;;;;;;;;;;;;
"Markgraven";"Almelo                                  ";"Buurt     ";"BU01411301";"1";;;;;;;;;;;;;
"Rumerslanden";"Almelo                                  ";"Buurt     ";"BU01411302";"1";;;;;;;;;;;;;
"Wester Sluitersveldlanden";"Almelo                                  ";"Buurt     ";"BU01411303";"1";;;;;;;;;;;;;
"Robbenhaarsweg Noord";"Almelo                                  ";"Buurt     ";"BU01411304";"1";;;;;;;;;;;;;
"Mooie Vrouwenweg en omgeving";"Almelo                                  ";"Buurt     ";"BU01411305";"1";;;;;;;;;;;;;
"Verspreide huizen wijk 13";"Almelo                                  ";"Buurt     ";"BU01411309";"1";;;;;;;;;;;;;
"Wierdense Hoek";"Almelo                                  ";"Wijk      ";"WK014114  ";"1";;;;;;;;;;;;;
"Rohof en omgeving";"Almelo                                  ";"Buurt     ";"BU01411400";"1";;;;;;;;;;;;;
"Wierdensebrug en omgeving";"Almelo                                  ";"Buurt     ";"BU01411401";"1";;;;;;;;;;;;;
"Kerkelanden";"Almelo                                  ";"Buurt     ";"BU01411402";"1";;;;;;;;;;;;;
"Aalderinkshoek Noordoost";"Almelo                                  ";"Buurt     ";"BU01411403";"1";;;;;;;;;;;;;
"Aalderinkshoek Zuidoost";"Almelo                                  ";"Buurt     ";"BU01411404";"1";;;;;;;;;;;;;
"Aalderinkshoek Noordwest";"Almelo                                  ";"Buurt     ";"BU01411405";"1";;;;;;;;;;;;;
"Aalderinkshoek Zuidwest";"Almelo                                  ";"Buurt     ";"BU01411406";"1";;;;;;;;;;;;;
"Verspreide huizen wijk 14";"Almelo                                  ";"Buurt     ";"BU01411409";"1";;;;;;;;;;;;;
"Nieuwstraat-Kwartier";"Almelo                                  ";"Wijk      ";"WK014115  ";"1";;;;;;;;;;;;;
"Nieuwstraat -Witvoet en omgeving";"Almelo                                  ";"Buurt     ";"BU01411500";"1";;;;;;;;;;;;;
"Wonde en omgeving";"Almelo                                  ";"Buurt     ";"BU01411501";"1";;;;;;;;;;;;;
"Achterlanden en omgeving";"Almelo                                  ";"Buurt     ";"BU01411502";"1";;;;;;;;;;;;;
"Ossenkoppelerhoek";"Almelo                                  ";"Wijk      ";"WK014116  ";"1";;;;;;;;;;;;;
"Boomplaats";"Almelo                                  ";"Buurt     ";"BU01411600";"1";;;;;;;;;;;;;
"Ossenkoppelerhoek Oost";"Almelo                                  ";"Buurt     ";"BU01411601";"1";;;;;;;;;;;;;
"Beeklust";"Almelo                                  ";"Buurt     ";"BU01411602";"1";;;;;;;;;;;;;
"Ossenkoppelerhoek Midden Noord";"Almelo                                  ";"Buurt     ";"BU01411603";"1";;;;;;;;;;;;;
"Ossenkoppelerhoek West";"Almelo                                  ";"Buurt     ";"BU01411604";"1";;;;;;;;;;;;;
"Ossenkoppelerhoek Midden Zuid";"Almelo                                  ";"Buurt     ";"BU01411605";"1";;;;;;;;;;;;;
"Hofkamp";"Almelo                                  ";"Wijk      ";"WK014117  ";"1";;;;;;;;;;;;;
"Hofkamp West";"Almelo                                  ";"Buurt     ";"BU01411700";"1";;;;;;;;;;;;;
"Hofkamp Oost";"Almelo                                  ";"Buurt     ";"BU01411701";"1";;;;;;;;;;;;;
"Paradijs";"Almelo                                  ";"Buurt     ";"BU01411702";"1";;;;;;;;;;;;;
"Kollenveld";"Almelo                                  ";"Buurt     ";"BU01411703";"1";;;;;;;;;;;;;
"Verspreide huizen wijk 17";"Almelo                                  ";"Buurt     ";"BU01411709";"1";;;;;;;;;;;;;
"Schelfhorst";"Almelo                                  ";"Wijk      ";"WK014118  ";"1";;;;;;;;;;;;;
"Schelfhorst Zuidwest";"Almelo                                  ";"Buurt     ";"BU01411800";"1";;;;;;;;;;;;;
"Drakensteyn en omgeving";"Almelo                                  ";"Buurt     ";"BU01411801";"1";;;;;;;;;;;;;
"Schelfhorst Noordwest";"Almelo                                  ";"Buurt     ";"BU01411802";"1";;;;;;;;;;;;;
"Havezathe";"Almelo                                  ";"Buurt     ";"BU01411803";"1";;;;;;;;;;;;;
"Schelfhorst Noordoost";"Almelo                                  ";"Buurt     ";"BU01411804";"1";;;;;;;;;;;;;
"Schelfhorst Zuidoost";"Almelo                                  ";"Buurt     ";"BU01411805";"1";;;;;;;;;;;;;
"Veenelanden";"Almelo                                  ";"Buurt     ";"BU01411806";"1";;;;;;;;;;;;;
"Windmolenbroek";"Almelo                                  ";"Wijk      ";"WK014119  ";"1";;;;;;;;;;;;;
"Groeneveld";"Almelo                                  ";"Buurt     ";"BU01411900";"1";;;;;;;;;;;;;
"Kanaalzijde";"Almelo                                  ";"Buurt     ";"BU01411901";"1";;;;;;;;;;;;;
"Leemslagen Noord";"Almelo                                  ";"Buurt     ";"BU01411902";"1";;;;;;;;;;;;;
"Leemslagen Zuid";"Almelo                                  ";"Buurt     ";"BU01411903";"1";;;;;;;;;;;;;
"Zeven Bosjes";"Almelo                                  ";"Buurt     ";"BU01411904";"1";;;;;;;;;;;;;
"Leemslagen Oost";"Almelo                                  ";"Buurt     ";"BU01411905";"1";;;;;;;;;;;;;
"Huttenveld";"Almelo                                  ";"Buurt     ";"BU01411906";"1";;;;;;;;;;;;;
"Maardijk";"Almelo                                  ";"Buurt     ";"BU01411907";"1";;;;;;;;;;;;;
"Bedrijventerrein Twentepoort - Stadion";"Almelo                                  ";"Buurt     ";"BU01411908";"1";;;;;;;;;;;;;
"Nijrees";"Almelo                                  ";"Buurt     ";"BU01411909";"1";;;;;;;;;;;;;
"Bedrijventerrein XL Businesspark";"Almelo                                  ";"Buurt     ";"BU01411910";"1";;;;;;;;;;;;;
"Verspreide huizen wijk 19";"Almelo                                  ";"Buurt     ";"BU01411920";"1";;;;;;;;;;;;;
"Aadorp";"Almelo                                  ";"Wijk      ";"WK014120  ";"1";;;;;;;;;;;;;
"Aadorp West";"Almelo                                  ";"Buurt     ";"BU01412000";"1";;;;;;;;;;;;;
"Aadorp Oost";"Almelo                                  ";"Buurt     ";"BU01412001";"1";;;;;;;;;;;;;
"Bornerbroek";"Almelo                                  ";"Wijk      ";"WK014121  ";"1";;;;;;;;;;;;;
"Bornerbroek Kern";"Almelo                                  ";"Buurt     ";"BU01412100";"1";;;;;;;;;;;;;
"Verspreide huizen wijk 21";"Almelo                                  ";"Buurt     ";"BU01412109";"1";;;;;;;;;;;;;
"Almere";"Almere                                  ";"Gemeente  ";"GM0034    ";"1";;;;;;;;;;;;;
"Centrum Almere Haven";"Almere                                  ";"Wijk      ";"WK003401  ";"1";;;;;;;;;;;;;
"Centrum Haven Noord";"Almere                                  ";"Buurt     ";"BU00340101";"1";;;;;;;;;;;;;
"Centrum Haven Zuid";"Almere                                  ";"Buurt     ";"BU00340102";"1";;;;;;;;;;;;;
"De Werven";"Almere                                  ";"Wijk      ";"WK003402  ";"1";;;;;;;;;;;;;
"Rozenwerf en Tuinderswerf";"Almere                                  ";"Buurt     ";"BU00340201";"1";;;;;;;;;;;;;
"Achterwerf";"Almere                                  ";"Buurt     ";"BU00340202";"1";;;;;;;;;;;;;
"Goedewerf en Wittewerf";"Almere                                  ";"Buurt     ";"BU00340203";"1";;;;;;;;;;;;;
"Schoolwerf";"Almere                                  ";"Buurt     ";"BU00340204";"1";;;;;;;;;;;;;
"Parkwerf en Stadswerf";"Almere                                  ";"Buurt     ";"BU00340205";"1";;;;;;;;;;;;;
"De Hoven";"Almere                                  ";"Wijk      ";"WK003403  ";"1";;;;;;;;;;;;;
"Buitenhof en Groenhof";"Almere                                  ";"Buurt     ";"BU00340301";"1";;;;;;;;;;;;;
"Middenhof en Uithof";"Almere                                  ";"Buurt     ";"BU00340302";"1";;;;;;;;;;;;;
"Binnenhof en Langshof (met Nieuwstraat)";"Almere                                  ";"Buurt     ";"BU00340303";"1";;;;;;;;;;;;;
"Park Uithof";"Almere                                  ";"Buurt     ";"BU00340304";"1";;;;;;;;;;;;;
"De Meenten";"Almere                                  ";"Wijk      ";"WK003404  ";"1";;;;;;;;;;;;;
"Jaagmeent en Grasmeent";"Almere                                  ";"Buurt     ";"BU00340401";"1";;;;;;;;;;;;;
"Schapenmeent en Terpmeent";"Almere                                  ";"Buurt     ";"BU00340402";"1";;;;;;;;;;;;;
"Rietmeent en Dijkmeent";"Almere                                  ";"Buurt     ";"BU00340403";"1";;;;;;;;;;;;;
"De Grienden";"Almere                                  ";"Wijk      ";"WK003405  ";"1";;;;;;;;;;;;;
"Klavergriend, Klippriend en Wilgengriend";"Almere                                  ";"Buurt     ";"BU00340501";"1";;;;;;;;;;;;;
"Kolkgriend en Oostgriend";"Almere                                  ";"Buurt     ";"BU00340502";"1";;;;;;;;;;;;;
"Kadegriend en Overgriend";"Almere                                  ";"Buurt     ";"BU00340503";"1";;;;;;;;;;;;;
"Bosgebied De Grienden";"Almere                                  ";"Buurt     ";"BU00340504";"1";;;;;;;;;;;;;
"De Marken";"Almere                                  ";"Wijk      ";"WK003406  ";"1";;;;;;;;;;;;;
"Hofmark, Redemark en Sportmark";"Almere                                  ";"Buurt     ";"BU00340601";"1";;;;;;;;;;;;;
"Ambachtsmark, Vrijmark en Zuidmark";"Almere                                  ";"Buurt     ";"BU00340602";"1";;;;;;;;;;;;;
"Brugmark, Noordmark en Gildemark";"Almere                                  ";"Buurt     ";"BU00340603";"1";;;;;;;;;;;;;
"Sportpark De Marken";"Almere                                  ";"Buurt     ";"BU00340604";"1";;;;;;;;;;;;;
